Potential (V),Current (uA)
-0.199853,-0.013999938000000002
-0.179975,0.0
-0.160097,0.0
-0.14021899999999998,0.0
-0.12034099999999999,0.0
-0.100463,0.0
-0.08058607200000001,0.0034999840000000003
-0.06070818,0.006999969000000001
-0.040830280000000004,0.010499954000000002
-0.020952382000000002,0.013999938000000002
-0.001074481,0.01574993
0.018803418000000002,0.020999908000000005
0.038681316,0.024499892000000002
0.058559216000000004,0.029749868000000002
0.07843712,0.034999844
0.098315016,0.041562316
0.11819199999999999,0.049437284000000005
0.13807,0.057749744
0.157948,0.068249696
0.17782599999999998,0.07918714400000001
0.197704,0.091874592
0.217582,0.10631199999999999
0.23745999999999998,0.12271800000000001
0.257338,0.142186
0.27721599999999996,0.163186
0.29709399999999997,0.18856099999999998
0.316971,0.21809199999999998
0.336849,0.252655
0.35672699999999996,0.293342
0.37660499999999997,0.339279
0.396483,0.392654
0.416361,0.449966
0.436239,0.51231
0.456117,0.577497
0.475995,0.642247
0.495872,0.707434
0.5157499999999999,0.76934
0.535628,0.829715
0.5555059999999999,0.883308
0.575384,0.9270579999999999
0.595262,0.957683
0.61514,0.9784639999999999
0.635018,1.007558
0.6548959999999999,1.059839
0.674774,1.1584940000000001
0.6946519999999999,1.3315249999999998
0.714529,1.628367
0.7344069999999999,2.127771
0.754285,2.973674
0.7741629999999999,4.287918
0.794041,6.171347
0.813919,8.385962
0.833797,10.566453
0.853675,12.260445
0.8735529999999999,13.219441
0.89343,13.385689999999999
0.913308,12.935941
0.933186,12.095946
0.9530639999999999,11.0932
0.972942,10.106205000000001
0.9928199999999999,9.259208999999998
1.0126979999999999,8.625710999999999
1.032576,8.221462
1.052454,8.072714
1.0723319999999998,7.587966
1.092209,6.5327210000000004
1.112087,5.841473000000001
1.1319649999999999,5.342726
1.151843,4.955978
1.171721,4.649729
1.1915989999999999,4.3994800000000005
1.211477,4.187730999999999
1.231355,4.009232
1.251233,3.8534819999999996
1.2711109999999999,3.7204829999999998
1.290989,3.527984
1.3108659999999999,3.324985
1.330744,3.1587349999999996
1.350622,3.013486
1.3704999999999998,2.885737
1.390378,2.7737369999999997
1.410256,2.6704879999999998
1.430134,2.5812380000000004
1.4500119999999999,2.497238
1.46989,2.423739
1.4897669999999998,2.355489
1.509645,2.2924889999999998
1.4897669999999998,2.23824
1.46989,2.18399
1.4500119999999999,2.13499
