timestamp,x,y,channel,x_idx,y_idx,ch_idx,override_channel
2026-01-06T17:01:14.395,8.3999656e-11,2.79998e-10,-0.999811,1,2,0,
2026-01-06T17:01:14.410,1.6799922e-11,3.1919800000000003e-10,-0.9978349999999999,1,2,0,
2026-01-06T17:01:14.426,-125829120.0,3.1919800000000003e-10,-0.9958589999999999,1,2,0,
2026-01-06T17:01:14.520,1.1199957e-11,3.30398e-10,-0.993883,1,2,0,
2026-01-06T17:01:14.536,5.599992000000001e-12,3.2479800000000004e-10,-0.991907,1,2,0,
2026-01-06T17:01:14.536,5.599965e-12,3.30398e-10,-0.989931,1,2,0,
2026-01-06T17:01:14.536,5.599992000000001e-12,3.2479800000000004e-10,-0.9879549999999999,1,2,0,
2026-01-06T17:01:14.552,-5.599992000000001e-12,3.1919800000000003e-10,-0.9859789999999999,1,2,0,
2026-01-06T17:01:14.552,5.599992000000001e-12,3.2479800000000004e-10,-0.984003,1,2,0,
2026-01-06T17:01:14.593,-5.599992000000001e-12,3.1919800000000003e-10,-0.982027,1,2,0,
2026-01-06T17:01:14.662,-125829120.0,3.2479800000000004e-10,-0.9800519999999999,1,2,0,
2026-01-06T17:01:14.662,-5.599992000000001e-12,3.1919800000000003e-10,-0.978076,1,2,0,
2026-01-06T17:01:14.662,-125829120.0,3.2479800000000004e-10,-0.9761,1,2,0,
2026-01-06T17:01:14.677,-5.599992000000001e-12,3.1919800000000003e-10,-0.974124,1,2,0,
2026-01-06T17:01:14.677,-125829120.0,3.2479800000000004e-10,-0.9721479999999999,1,2,0,
2026-01-06T17:01:14.696,-125829120.0,3.2479800000000004e-10,-0.9701719999999999,1,2,0,
2026-01-06T17:01:14.702,-5.599992000000001e-12,3.1919800000000003e-10,-0.968196,1,2,0,
2026-01-06T17:01:14.770,-125829120.0,3.2479800000000004e-10,-0.96622,1,2,0,
2026-01-06T17:01:14.770,-1.1199957e-11,3.13598e-10,-0.964244,1,2,0,
2026-01-06T17:01:14.785,-5.599992000000001e-12,3.1919800000000003e-10,-0.9622679999999999,1,2,0,
2026-01-06T17:01:14.785,-1.1199957e-11,3.13598e-10,-0.9602919999999999,1,2,0,
2026-01-06T17:01:14.801,-5.599965e-12,3.2479800000000004e-10,-0.958317,1,2,0,
2026-01-06T17:01:14.801,-1.1199957e-11,3.1919800000000003e-10,-0.956341,1,2,0,
2026-01-06T17:01:14.879,-5.599965e-12,3.2479800000000004e-10,-0.9543649999999999,1,2,0,
2026-01-06T17:01:14.895,-1.1199957e-11,3.1919800000000003e-10,-0.9523889999999999,1,2,0,
