timestamp,line
2026-01-06T17:01:14.395,e
2026-01-06T17:01:14.395,M0002
2026-01-06T17:01:14.395,"Pda7F0BE7Du;baD01BBA8a,14,280;ba80445BEf,14,280;ba802FD9Ff,14,280"
2026-01-06T17:01:14.395,"Pda7F0C635u;ba90058B2a,14,280;ba804DEDEf,14,280;ba8049D3Ef,14,280"
2026-01-06T17:01:14.410,"Pda7F0CDEDu;ba8000000 ,14,280;ba804DEDEf,14,280;ba804DEDEf,14,280"
2026-01-06T17:01:14.520,"Pda7F0D5A5u;ba8AAE5D5a,14,280;ba8050A9Ef,14,280;ba804DEDEf,14,280"
2026-01-06T17:01:14.520,"Pda7F0DD5Du;ba85572F8a,14,280;ba804F4BEf,14,280;ba804DEDEf,14,280"
2026-01-06T17:01:14.536,"Pda7F0E515u;ba85572DDa,14,280;ba8050A9Ef,14,280;ba804F4BEf,14,280"
2026-01-06T17:01:14.536,"Pda7F0ECCDu;ba85572F8a,14,280;ba804F4BEf,14,280;ba804DEDEf,14,280"
2026-01-06T17:01:14.536,"Pda7F0F485u;ba7AA8D08a,14,280;ba804DEDEf,14,280;ba804F4BEf,14,280"
2026-01-06T17:01:14.552,"Pda7F0FC3Du;ba85572F8a,14,280;ba804F4BEf,14,280;ba804DEDEf,14,280"
2026-01-06T17:01:14.552,"Pda7F103F5u;ba7AA8D08a,14,280;ba804DEDEf,14,280;ba804F4BEf,14,280"
2026-01-06T17:01:14.646,"Pda7F10BACu;ba8000000 ,14,280;ba804F4BEf,14,280;ba804F4BEf,14,280"
2026-01-06T17:01:14.662,"Pda7F11364u;ba7AA8D08a,14,280;ba804DEDEf,14,280;ba804F4BEf,14,280"
2026-01-06T17:01:14.662,"Pda7F11B1Cu;ba8000000 ,14,280;ba804F4BEf,14,280;ba804F4BEf,14,280"
2026-01-06T17:01:14.662,"Pda7F122D4u;ba7AA8D08a,14,280;ba804DEDEf,14,280;ba804F4BEf,14,280"
2026-01-06T17:01:14.677,"Pda7F12A8Cu;ba8000000 ,14,280;ba804F4BEf,14,280;ba804F4BEf,14,280"
2026-01-06T17:01:14.677,"Pda7F13244u;ba8000000 ,14,280;ba804F4BEf,14,280;ba804F4BEf,14,280"
2026-01-06T17:01:14.696,"Pda7F139FCu;ba7AA8D08a,14,280;ba804DEDEf,14,280;ba804F4BEf,14,280"
2026-01-06T17:01:14.770,"Pda7F141B4u;ba8000000 ,14,280;ba804F4BEf,14,280;ba804F4BEf,14,280"
2026-01-06T17:01:14.770,"Pda7F1496Cu;ba7551A2Ba,14,280;ba804C8FEf,14,280;ba804F4BEf,14,280"
2026-01-06T17:01:14.770,"Pda7F15124u;ba7AA8D08a,14,280;ba804DEDEf,14,280;ba804F4BEf,14,280"
2026-01-06T17:01:14.785,"Pda7F158DCu;ba7551A2Ba,14,280;ba804C8FEf,14,280;ba804F4BEf,14,280"
2026-01-06T17:01:14.785,"Pda7F16093u;ba7AA8D23a,14,280;ba804F4BEf,14,280;ba8050A9Ef,14,280"
2026-01-06T17:01:14.801,"Pda7F1684Bu;ba7551A2Ba,14,280;ba804DEDEf,14,280;ba8050A9Ef,14,280"
2026-01-06T17:01:14.879,"Pda7F17003u;ba7AA8D23a,14,280;ba804F4BEf,14,280;ba8050A9Ef,14,280"
2026-01-06T17:01:14.879,"Pda7F177BBu;ba7551A2Ba,14,280;ba804DEDEf,14,280;ba8050A9Ef,14,280"
2026-01-06T17:01:14.895,"Pda7F17F73u;ba6FFA74Ea,14,280;ba804C8FEf,14,280;ba8050A9Ef,14,280"
2026-01-06T17:01:14.901,"Pda7F1872Bu;ba7551A2Ba,14,280;ba804DEDEf,14,280;ba8050A9Ef,14,280"
2026-01-06T17:01:14.908,"Pda7F18EE3u;ba6FFA74Ea,14,280;ba804C8FEf,14,280;ba8050A9Ef,14,280"
2026-01-06T17:01:14.915,"Pda7F1969Bu;ba7551A2Ba,14,280;ba804DEDEf,14,280;ba8050A9Ef,14,280"
2026-01-06T17:01:14.921,"Pda7F19E53u;ba6FFA74Ea,14,280;ba804C8FEf,14,280;ba8050A9Ef,14,280"
2026-01-06T17:01:14.989,"Pda7F1A60Bu;ba6FFA74Ea,14,280;ba804DEDEf,14,280;ba805207Ef,14,280"
2026-01-06T17:01:14.989,"Pda7F1ADC3u;ba6FFA74Ea,14,280;ba804C8FEf,14,280;ba8050A9Ef,14,280"
2026-01-06T17:01:15.005,"Pda7F1B57Au;ba7551A46a,14,280;ba804F4BEf,14,280;ba805207Ef,14,280"
2026-01-06T17:01:15.005,"Pda7F1BD32u;ba6AA3470a,14,280;ba804C8FEf,14,280;ba805207Ef,14,280"
2026-01-06T17:01:15.005,"Pda7F1C4EAu;ba7AA8D23a,14,280;ba804F4BEf,14,280;ba8050A9Ef,14,280"
2026-01-06T17:01:15.026,"Pda7F1CCA2u;ba6AA3470a,14,280;ba804C8FEf,14,280;ba805207Ef,14,280"
2026-01-06T17:01:15.116,"Pda7F1D45Au;ba6AA3470a,14,280;ba804C8FEf,14,280;ba805207Ef,14,280"
2026-01-06T17:01:15.123,"Pda7F1DC12u;ba6AA3470a,14,280;ba804C8FEf,14,280;ba805207Ef,14,280"
2026-01-06T17:01:15.129,"Pda7F1E3CAu;ba6FFA74Ea,14,280;ba804C8FEf,14,280;ba8050A9Ef,14,280"
