Time (s),Potential (V),Current (uA)
0.0,-1.400048,-1.532993
0.009879557,-1.402197,-1.1304949999999998
0.019759114,-1.4043459999999999,-0.962495
0.029638672,-1.4064949999999998,-0.8574959999999999
0.039518228,-1.408644,-0.790996
0.049397788000000005,-1.410793,-0.741996
0.059277348,-1.412942,-0.706996
0.069156904,-1.4150909999999999,-0.671997
0.079036464,-1.4172399999999998,-0.647497
0.08891602400000001,-1.419389,-0.626497
0.098795584,-1.421538,-0.608997
0.108675,-1.423687,-0.5914969999999999
0.11855399999999999,-1.4258359999999999,-0.577497
0.128434,-1.4279849999999998,-0.566997
0.138313,-1.430134,-0.556497
0.148193,-1.432283,-0.545997
0.158072,-1.434432,-0.538997
0.167952,-1.4365809999999999,-0.528497
0.177832,-1.4387299999999998,-0.5249969999999999
0.187711,-1.440879,-0.5179969999999999
0.197591,-1.443028,-0.510997
0.20747,-1.445177,-0.503997
0.21735,-1.447325,-0.5004970000000001
0.227229,-1.449474,-0.49699699999999997
0.237109,-1.4516229999999999,-0.493497
0.24698799999999999,-1.4537719999999998,-0.489997
0.256868,-1.455921,-0.48649699999999996
0.266748,-1.45807,-0.482997
0.276627,-1.460219,-0.47949699999999995
0.286507,-1.462368,-0.47949699999999995
0.296386,-1.4645169999999998,-0.475997
0.306266,-1.466666,-0.472497
0.316145,-1.468815,-0.472497
0.326025,-1.470964,-0.468997
0.335904,-1.473113,-0.465497
0.345784,-1.4752619999999999,-0.465497
0.355664,-1.477411,-0.465497
0.365543,-1.47956,-0.465497
0.375423,-1.481709,-0.461997
0.385302,-1.483858,-0.465497
0.395182,-1.4860069999999999,-0.461997
0.405061,-1.488156,-0.461997
0.414941,-1.490305,-0.461997
0.424821,-1.492454,-0.461997
0.4347,-1.494603,-0.461997
0.44458,-1.4967519999999999,-0.461997
0.454459,-1.498901,-0.461997
0.464339,-1.4967519999999999,-0.454997
0.474218,-1.494603,-0.444498
0.484098,-1.492454,-0.437498
0.493977,-1.490305,-0.426998
0.503857,-1.488156,-0.426998
0.513737,-1.4860069999999999,-0.419998
0.523616,-1.483858,-0.416498
0.533496,-1.481709,-0.40949800000000003
0.5433749999999999,-1.47956,-0.40949800000000003
0.5532549999999999,-1.477411,-0.402498
0.563134,-1.4752619999999999,-0.398998
0.573014,-1.473113,-0.395498
0.582893,-1.470964,-0.391998
0.592773,-1.468815,-0.388498
0.602652,-1.466666,-0.388498
0.612532,-1.4645169999999998,-0.384998
0.6224109999999999,-1.462368,-0.38149799999999995
0.6322909999999999,-1.460219,-0.37799799999999995
0.64217,-1.45807,-0.37449799999999994
0.65205,-1.455921,-0.37449799999999994
0.661929,-1.4537719999999998,-0.370998
0.671809,-1.4516229999999999,-0.370998
0.681689,-1.449474,-0.367498
0.691568,-1.447325,-0.367498
0.701448,-1.445177,-0.363998
0.7113269999999999,-1.443028,-0.363998
0.7212069999999999,-1.440879,-0.360498
0.731086,-1.4387299999999998,-0.360498
0.740966,-1.4365809999999999,-0.356998
0.750845,-1.434432,-0.360498
0.760725,-1.432283,-0.356998
0.770604,-1.430134,-0.353498
0.780484,-1.4279849999999998,-0.353498
0.7903629999999999,-1.4258359999999999,-0.349998
0.8002429999999999,-1.423687,-0.349998
0.810122,-1.421538,-0.346498
0.820002,-1.419389,-0.346498
0.829881,-1.4172399999999998,-0.346498
0.839761,-1.4150909999999999,-0.34299799999999997
0.849641,-1.412942,-0.34299799999999997
0.85952,-1.410793,-0.34299799999999997
0.8694,-1.408644,-0.33949799999999997
0.8792789999999999,-1.4064949999999998,-0.33949799999999997
0.8891589999999999,-1.4043459999999999,-0.33599799999999996
0.899038,-1.402197,-0.33599799999999996
0.908918,-1.400048,-0.33949799999999997
