Potential (V),Current (µA)
134217.728,106217.852
124010.158,120217.79
113802.588,120217.79
103595.018,127217.759
93387.448,127217.759
83179.876,120217.79
72972.308,127217.759
62764.736,123717.774
52557.168,123717.774
42349.592,128967.751
134115.653,132467.736
134105.445,134217.728
134095.238,134217.728
134085.03,133342.732
134074.823,132467.736
134064.615,132905.234
134054.407,132030.238
134044.2,131592.74
134033.992,132467.736
134023.785,133998.979
134013.577,135092.724
134003.37,135639.596
133993.162,135092.724
133982.954,134436.477
133972.747,134559.326
133962.539,134363.327
133952.332,134072.129
133942.124,133808.93
133931.917,133752.931
133921.709,133976.93
133911.501,207017.408
133901.294,134536.926
133891.086,134620.926
133880.879,134581.726
133870.671,134419.327
133860.464,55818.064
133850.256,133853.73
133840.048,133741.731
133829.841,133915.33
133819.633,145417.679
133809.426,134503.326
133799.218,134620.926
133789.011,134598.526
133778.803,134464.126
133768.595,117417.8
133758.388,133904.13
133748.18,133736.131
133737.973,133747.331
133727.765,134088.929
133717.558,134469.726
133727.765,134710.525
133737.973,134710.525
133748.18,134609.726
133758.388,134318.527
133768.595,133937.73
133778.803,133640.931
133789.011,133663.331
133799.218,133982.53
133809.426,134380.127
133819.633,134660.126
133829.841,134738.525
133840.048,134660.126
133850.256,134402.527
133860.464,134021.729
133870.671,133680.131
133880.879,133618.531
133891.086,133904.13
133901.294,223817.336
133911.501,134615.326
133921.709,134732.925
133931.917,134693.725
133942.124,134480.926
133952.332,134116.929
133962.539,133747.331
133972.747,133607.331
133982.954,133814.53
133993.162,123017.777
134003.37,134553.726
134013.577,134721.725
134023.785,134721.725
134033.992,134553.726
134044.2,134217.728
134054.407,133831.33
134064.615,133601.731
134074.823,133736.131
134085.03,134105.729
134095.238,134486.526
134105.445,134704.925
134115.653,134732.925
42349.592,134615.326
52557.168,218217.36
62764.736,133909.73
72972.308,133618.531
83179.876,133674.531
93387.448,134016.129
103595.018,134419.327
113802.588,134676.925
124010.158,134738.525
134217.728,134654.526
144425.298,134385.727
154632.868,133999.329
164840.438,133663.331
175048.008,133629.731
185255.58,133926.53
195463.148,134329.727
205670.72,134632.126
215878.288,134738.525
226085.864,134688.125
134319.803,134458.526
134330.011,134083.329
134340.218,133719.331
134350.426,133607.331
134360.633,133848.13
134370.841,162217.606
134381.049,134587.326
134391.256,134727.325
134401.464,134710.525
134411.671,134525.726
134421.879,83817.948
134432.086,133780.93
134442.294,133596.131
134452.502,133775.33
134462.709,83817.948
134472.917,134531.326
134483.124,134716.125
134493.332,134721.725
134503.539,134570.526
134513.747,151017.656
134523.955,133848.13
134534.162,133607.331
134544.37,133730.531
134554.577,134105.729
134564.785,134486.526
134574.992,134704.925
134585.2,134732.925
134595.408,134609.726
134605.615,218217.36
134615.823,133920.93
134626.03,133629.731
134636.238,133674.531
134646.445,134010.529
134656.653,134408.127
134666.861,134671.326
134677.068,134738.525
134687.276,134660.126
134697.483,134402.527
134707.691,134027.329
134717.898,133685.731
134707.691,133629.731
134697.483,133904.13
134687.276,223817.336
134677.068,134620.926
134666.861,134738.525
134656.653,134693.725
134646.445,134480.926
134636.238,134111.329
134626.03,133736.131
134615.823,133596.131
134605.615,133808.93
134595.408,139817.703
134585.2,134570.526
134574.992,134721.725
134564.785,134704.925
134554.577,134531.326
134544.37,111817.826
134534.162,133808.93
134523.955,133601.731
134513.747,133752.931
134503.539,44618.12
134493.332,134497.726
134483.124,134699.325
134472.917,134727.325
134462.709,134598.526
134452.502,201417.44
134442.294,133904.13
134432.086,133624.131
134421.879,133685.731
134411.671,134027.329
134401.464,134419.327
134391.256,134671.326
134381.049,134732.925
134370.841,134648.926
134360.633,134391.327
134350.426,134016.129
134340.218,133674.531
134330.011,133629.731
134319.803,133904.13
226085.864,218217.36
215878.288,134615.326
205670.72,134727.325
195463.148,134693.725
185255.58,134492.126
175048.008,55818.064
164840.438,133769.73
154632.868,133601.731
144425.298,133792.13
134217.728,95017.896
