Potential (V),Current (uA)
-0.50017,-0.279998
-0.498021,-0.279998
-0.495872,0.0
-0.493724,-0.05599975200000001
-0.491575,-0.05599975200000001
-0.48942599999999997,-0.05599975200000001
-0.48727699999999996,-0.05599975200000001
-0.485128,-0.05599975200000001
-0.482979,-0.05599975200000001
-0.48083,-0.04199981600000001
-0.47868099999999997,-0.04199981600000001
-0.47653199999999996,-0.04199981600000001
-0.474383,-0.034999844
-0.472234,-0.04199981600000001
-0.470085,-0.034999844
-0.46793599999999996,-0.034999844
-0.465787,-0.034999844
-0.463638,-0.034999844
-0.461489,-0.033249852
-0.45933999999999997,-0.03149986
-0.45719099999999996,-0.03149986
-0.455042,-0.030624866
-0.452893,-0.029749868000000002
-0.450744,-0.029749868000000002
-0.44859499999999997,-0.029312370000000004
-0.44644599999999995,-0.029312370000000004
-0.444297,-0.028874872
-0.442148,-0.028874872
-0.439999,-0.028218626000000004
-0.437851,-0.027781126000000003
-0.435702,-0.027781126000000003
-0.43355299999999997,-0.02734363
-0.43140399999999995,-0.02712488
-0.429255,-0.027234254000000003
-0.427106,-0.026359258
-0.424957,-0.026359258
-0.42280799999999996,-0.025812384000000004
-0.420659,-0.026031134000000004
-0.41851,-0.025703010000000002
-0.416361,-0.026031134000000004
-0.41421199999999997,-0.026031134000000004
-0.41206299999999996,-0.025703010000000002
-0.409914,-0.025593638000000002
-0.407765,-0.025156138
-0.405616,-0.025156138
-0.40346699999999996,-0.025156138
-0.401318,-0.025046764000000003
-0.399169,-0.024390516
-0.39702,-0.025046764000000003
-0.39487099999999997,-0.024171768000000003
-0.39272199999999996,-0.024171768000000003
-0.390573,-0.024390516
-0.388424,-0.024171768000000003
-0.386275,-0.023953018000000003
-0.38412599999999997,-0.023843644
-0.38197699999999996,-0.024499892000000002
-0.37982899999999997,-0.024062392000000002
-0.37767999999999996,-0.024062392000000002
-0.375531,-0.024390516
-0.373382,-0.023843644
-0.371233,-0.024390516
-0.36908399999999997,-0.024499892000000002
-0.36693499999999996,-0.024171768000000003
-0.364786,-0.023734270000000002
-0.362637,-0.024062392000000002
-0.360488,-0.023843644
-0.35833899999999996,-0.024281142000000002
-0.35619,-0.023624896000000003
-0.354041,-0.023734270000000002
-0.351892,-0.023843644
-0.34974299999999997,-0.023953018000000003
-0.34759399999999996,-0.024171768000000003
-0.345445,-0.023953018000000003
-0.343296,-0.024281142000000002
-0.341147,-0.024171768000000003
-0.33899799999999997,-0.024390516
-0.336849,-0.024609266
-0.3347,-0.024390516
-0.332551,-0.024281142000000002
-0.330402,-0.024390516
-0.32825299999999996,-0.024171768000000003
-0.326104,-0.024171768000000003
-0.32395599999999997,-0.024718642000000002
-0.321807,-0.024281142000000002
-0.319658,-0.024390516
-0.317509,-0.024609266
-0.31536,-0.024609266
-0.31321099999999996,-0.024828014000000002
-0.311062,-0.024937388
-0.308913,-0.025374888
-0.306764,-0.025156138
-0.30461499999999997,-0.025156138
-0.302466,-0.025374888
-0.300317,-0.025593638000000002
-0.298168,-0.025484262000000004
-0.296019,-0.025484262000000004
-0.29386999999999996,-0.025156138
-0.291721,-0.025593638000000002
-0.289572,-0.025703010000000002
-0.287423,-0.025593638000000002
