Potential (V),Current (µA)
-0.199853,-0.027999876000000003
-0.19877799999999998,-0.027999876000000003
-0.197704,-0.027999876000000003
-0.19663,-0.013999938000000002
-0.19555499999999998,-0.013999938000000002
-0.194481,-0.013999938000000002
-0.193406,-0.006999969000000001
-0.192332,-0.0034999840000000003
-0.19125699999999998,-0.006999969000000001
-0.190183,-0.010499954000000002
-0.189108,0.0
-0.18803399999999998,-0.0034999840000000003
-0.186959,-0.007874965
-0.185885,0.0034999840000000003
-0.18481,0.0
-0.18373599999999998,-0.003062486
-0.182661,0.0008749960000000001
-0.181587,0.0
-0.18051199999999998,0.00021874900000000002
-0.179438,-0.0008749960000000001
-0.178363,-0.0026249880000000004
-0.177289,0.002734363
-0.17621399999999998,-0.000546872
-0.17514,-0.006343722
-0.174065,0.0012039940000000001
-0.172991,-0.000285598
-0.17191599999999999,0.00026879800000000005
-0.170842,0.00023519800000000002
-0.169768,-0.000498397
-0.16869299999999998,0.000873596
-0.167619,-0.000274398
-0.166544,-0.0007335960000000001
-0.16547,0.001108795
-0.16439499999999999,-0.00039759800000000004
-0.163321,-0.000912796
-0.162246,0.0011199950000000001
-0.16117199999999998,-0.000369598
-0.160097,-0.0005543970000000001
-0.159023,0.000828796
-0.157948,-0.00038079800000000006
-0.15687399999999999,0.000251998
-0.155799,0.000207199
-0.154725,-0.00048719700000000003
-0.15364999999999998,0.0008903960000000001
-0.152576,-0.000263198
-0.151501,-0.000739196
-0.150427,0.0011423950000000003
-0.14935199999999998,-0.00032479800000000006
-0.148278,-0.0008847960000000001
-0.147203,0.001175994
-0.14612899999999998,-0.00032479800000000006
-0.145054,-0.00048159700000000006
-0.14398,0.0008847960000000001
-0.142905,-0.000330398
-0.14183099999999998,0.00034159800000000003
-0.140757,0.000195999
-0.139682,-0.0005095970000000001
-0.13860799999999998,0.0009351950000000001
-0.137533,-0.000274398
-0.136459,-0.0007727960000000001
-0.135384,0.0011871940000000001
-0.13430999999999998,-0.00034159800000000003
-0.133235,-0.0008847960000000001
-0.132161,0.001215194
-0.13108599999999998,-0.000330398
-0.130012,-0.000470397
-0.128937,0.000783996
-0.127863,-0.000436798
-0.12678799999999998,0.00034159800000000003
-0.125714,0.00010079900000000001
-0.124639,-0.000599197
-0.123565,0.0009351950000000001
-0.12248999999999999,-0.000358398
-0.121416,-0.0008903960000000001
-0.12034099999999999,0.0011255950000000003
-0.119267,-0.000436798
-0.11819199999999999,-0.0009967950000000002
-0.117118,0.001097595
-0.116043,-0.00043119800000000004
-0.11496899999999999,-0.000436798
-0.113894,0.0007727960000000001
-0.11281999999999999,-0.000408798
-0.111746,0.00043119800000000004
-0.11067099999999999,9.5199592e-05
-0.109597,-0.000610397
-0.108522,0.000963195
-0.107448,-0.000330398
-0.106373,-0.0008623960000000001
-0.10529899999999999,0.0011535940000000002
-0.104224,-0.00040319800000000007
-0.10314999999999999,-0.000946395
-0.102075,0.0011199950000000001
-0.101001,-0.000391998
-0.099926736,-0.000414398
-0.098852256,0.000739196
-0.09777777600000001,-0.000470397
-0.09670329600000001,0.000559997
-0.095628816,8.3999632e-05
-0.094554336,-0.000744796
-0.093479848,0.0011535940000000002
-0.092405368,-0.00040319800000000007
-0.09133089600000001,-0.0010135950000000002
-0.09025640800000001,0.0013383940000000001
-0.08918192800000001,-0.0004927970000000001
-0.088107448,-0.001041595
-0.087032968,0.001271194
-0.08595848,-0.000498397
-0.084884,-0.000358398
-0.08380952800000001,0.000783996
-0.08273504000000001,-0.0005767970000000001
-0.08166056000000001,0.000599197
-0.08058607200000001,4.479980400000001e-05
-0.0795116,-0.000755996
-0.07843712,0.001175994
-0.077362632,-0.00040319800000000007
-0.07628816000000001,-0.001035995
-0.07521367200000001,0.0013495940000000002
-0.074139192,-0.0004759970000000001
-0.073064712,-0.0010135950000000002
-0.071990232,0.001265594
-0.070915752,-0.00048719700000000003
-0.069841264,-0.00030799800000000003
-0.068766784,0.000755996
