Potential (V),Current (µA)
0.0,-0.027999876000000003
-0.002148962,-0.027999876000000003
-0.004297924,-0.05599975200000001
-0.006446886000000001,-0.020999908000000005
-0.008595848,-0.006999969000000001
-0.01074481,-0.027999876000000003
-0.012893773,-0.006999969000000001
-0.015042735000000002,-0.006999969000000001
-0.017191696,-0.006999969000000001
-0.019340658,-0.008749961
-0.02148962,-0.0034999840000000003
-0.023638584,0.0
-0.025787546,-0.0043749800000000005
-0.027936508000000002,-0.0026249880000000004
-0.030085470000000003,-0.0008749960000000001
-0.03223443,0.00043749800000000003
-0.034383392,-0.003937482000000001
-0.036532356,-0.0008749960000000001
-0.038681316,0.0017499920000000001
-0.040830280000000004,-0.002406239
-0.04297924,-0.0008749960000000001
-0.045128204000000005,0.0
-0.047277168,0.0014218680000000002
-0.049426128,-0.0029531120000000004
-0.051575092,-0.000257598
-0.053724056000000006,0.000223999
-0.055873016000000005,0.00040319800000000007
-0.058021976,-0.000447998
-0.060170940000000006,-0.00021279900000000003
-0.062319900000000004,0.000627197
-0.06446886,-0.00022959800000000002
-0.066617824,-0.000313598
-0.068766784,0.00020159900000000003
-0.070915752,0.000408798
-0.073064712,-0.000447998
-0.07521367200000001,-0.00021279900000000003
-0.077362632,0.000627197
-0.0795116,-0.000218399
-0.08166056000000001,-0.000313598
-0.08380952800000001,0.000195999
-0.08595848,0.00042559800000000007
-0.088107448,-0.00045359800000000004
-0.09025640800000001,-0.000218399
-0.092405368,0.0006215970000000001
-0.094554336,-0.000207199
-0.09670329600000001,-0.000313598
-0.098852256,0.000184799
-0.101001,0.00043119800000000004
-0.10314999999999999,-0.00045359800000000004
-0.10529899999999999,-0.000223999
-0.107448,0.0006159970000000001
-0.109597,-0.000195999
-0.111746,-0.00031919800000000003
-0.113894,0.00017359900000000003
-0.116043,0.000447998
-0.11819199999999999,-0.00045359800000000004
-0.12034099999999999,-0.00022959800000000002
-0.12248999999999999,0.0006159970000000001
-0.124639,-0.000184799
-0.12678799999999998,-0.00031919800000000003
-0.128937,0.00016239900000000003
-0.13108599999999998,0.00045919700000000006
-0.133235,-0.00045359800000000004
-0.135384,-0.00022959800000000002
-0.137533,0.0006047970000000001
-0.139682,-0.00017359900000000003
-0.14183099999999998,-0.00031919800000000003
-0.14398,0.00015119900000000003
-0.14612899999999998,0.000470397
-0.148278,-0.00045359800000000004
-0.150427,-0.00023519800000000002
-0.152576,0.0006047970000000001
-0.154725,-0.00016239900000000003
-0.15687399999999999,-0.00032479800000000006
-0.159023,0.000139999
-0.16117199999999998,0.0004759970000000001
-0.163321,-0.00045359800000000004
-0.16547,-0.00023519800000000002
