Potential (V),Current (µA),Channel
0.0,149.239,0
-0.002148962,149.35100000000003,0
-0.004297924,149.365,0
-0.006446886000000001,149.365,0
-0.008595848,149.365,0
-0.01074481,149.365,0
-0.012893773,149.37900000000002,0
-0.015042735000000002,149.365,0
-0.017191696,149.37900000000002,0
-0.019340658,149.365,0
-0.02148962,149.365,0
-0.023638584,149.365,0
-0.025787546,149.365,0
-0.027936508000000002,149.365,0
-0.030085470000000003,149.365,0
-0.03223443,149.365,0
-0.034383392,149.365,0
-0.036532356,149.37900000000002,0
-0.038681316,149.365,0
-0.040830280000000004,149.365,0
-0.04297924,149.37900000000002,0
-0.045128204000000005,149.37900000000002,0
-0.047277168,149.37900000000002,0
-0.049426128,149.37900000000002,0
-0.051575092,149.37900000000002,0
-0.053724056000000006,149.37900000000002,0
-0.055873016000000005,149.37900000000002,0
-0.058021976,149.37900000000002,0
-0.060170940000000006,149.365,0
-0.062319900000000004,149.37900000000002,0
-0.06446886,149.37900000000002,0
-0.066617824,149.37900000000002,0
-0.068766784,149.37900000000002,0
-0.070915752,149.37900000000002,0
-0.073064712,149.37900000000002,0
-0.07521367200000001,149.37900000000002,0
-0.077362632,149.37900000000002,0
-0.0795116,149.37900000000002,0
-0.08166056000000001,149.37900000000002,0
-0.08380952800000001,149.37900000000002,0
-0.08595848,149.37900000000002,0
-0.088107448,149.37900000000002,0
-0.09025640800000001,149.37900000000002,0
-0.092405368,149.37900000000002,0
-0.094554336,149.37900000000002,0
-0.09670329600000001,149.37900000000002,0
-0.098852256,149.365,0
-0.101001,149.37900000000002,0
-0.10314999999999999,149.37900000000002,0
-0.10529899999999999,149.37900000000002,0
-0.107448,149.365,0
-0.109597,149.365,0
-0.111746,149.37900000000002,0
-0.113894,149.365,0
-0.116043,147.16700000000003,0
-0.11819199999999999,141.721,0
-0.12034099999999999,129.849,0
-0.12248999999999999,115.28900000000002,0
-0.124639,103.977,0
-0.12678799999999998,92.161592,0
-0.128937,76.495656,0
-0.13108599999999998,62.747719999999994,0
-0.133235,51.799768,0
-0.135384,37.617832,0
-0.137533,22.105900000000002,0
-0.139682,10.485952999999999,0
-0.14183099999999998,-1.595992,0
-0.14398,-17.331922,0
-0.14612899999999998,-30.841859999999997,0
-0.148278,-41.789812,0
-0.150427,-56.139748,0
-0.152576,-71.39967999999999,0
-0.154725,-82.753632,0
-0.15687399999999999,-94.96157600000001,0
-0.159023,-110.613,0
-0.16117199999999998,-123.843,0
-0.163321,-134.80500000000004,0
-0.16547,-149.26700000000002,0
-0.167619,-164.247,0
-0.169768,-175.30700000000002,0
-0.17191599999999999,-187.51500000000001,0
-0.174065,-202.87300000000002,0
-0.17621399999999998,-215.417,0
-0.178363,-225.00700000000003,0
-0.18051199999999998,-225.02100000000002,0
-0.182661,-225.035,0
-0.18481,-225.06300000000002,0
-0.186959,-225.06300000000002,0
-0.189108,-225.091,0
-0.19125699999999998,-225.035,0
-0.193406,-225.06300000000002,0
-0.19555499999999998,-225.035,0
-0.197704,-225.00700000000003,0
-0.199853,-225.035,0
-0.202002,-225.049,0
-0.204151,-225.049,0
-0.20629999999999998,-225.049,0
-0.208449,-225.02100000000002,0
-0.21059799999999998,-225.035,0
-0.212747,-225.06300000000002,0
-0.214896,-225.07700000000003,0
-0.217045,-225.035,0
-0.219194,-225.035,0
-0.22134299999999998,-225.07700000000003,0
-0.223492,-225.091,0
-0.22564099999999998,-225.06300000000002,0
-0.227789,-225.091,0
-0.22993799999999998,-225.06300000000002,0
-0.232087,-225.06300000000002,0
-0.234236,-225.06300000000002,0
-0.23638499999999998,-225.06300000000002,0
-0.238534,-225.06300000000002,0
-0.24068299999999998,-225.049,0
-0.242832,-225.07700000000003,0
-0.24498099999999998,-225.06300000000002,0
-0.24713,-225.049,0
-0.249279,-225.035,0
-0.251428,-225.049,0
-0.253577,-225.035,0
-0.255726,-225.035,0
-0.25787499999999997,-225.035,0
-0.260024,-225.049,0
-0.262173,-225.06300000000002,0
-0.264322,-225.07700000000003,0
-0.266471,-225.049,0
-0.26861999999999997,-225.06300000000002,0
-0.270769,-225.07700000000003,0
-0.272918,-225.06300000000002,0
-0.275067,-225.049,0
-0.27721599999999996,-225.049,0
-0.279365,-225.049,0
-0.281514,-225.06300000000002,0
-0.283663,-225.07700000000003,0
-0.285811,-225.06300000000002,0
-0.28796,-225.049,0
-0.290109,-225.02100000000002,0
