Potential (V),Current (µA)
0.0,0.0
-0.010207570000000001,0.0
-0.020415140000000002,0.0
-0.03062271,0.0
-0.040830280000000004,0.0
-0.051037852,0.0
-0.06124542,0.0
-0.071452992,0.0
-0.08166056000000001,0.0
-0.091868136,0.0
-0.102075,0.0
-0.112283,0.0
-0.12248999999999999,0.0
-0.13269799999999998,0.0
-0.142905,0.0
-0.153113,0.0
-0.163321,0.0
-0.173528,0.0
-0.18373599999999998,0.0
-0.193943,0.0
-0.204151,0.0
-0.214358,0.0
-0.224566,0.0
-0.23477399999999998,0.0
-0.24498099999999998,5.5999750000000005e-06
-0.255189,-1.6799928e-05
-0.26539599999999997,-3.3599856e-05
-0.27560399999999996,-3.9199832000000005e-05
-0.285811,-2.2399902000000004e-05
-0.296019,0.0
-0.30622699999999997,2.7999878000000003e-05
-0.316434,3.3599856e-05
-0.326642,-5.5999750000000005e-06
-0.336849,0.0
-0.347057,-2.7999878000000003e-05
-0.35726399999999997,-3.9199832000000005e-05
-0.36747199999999997,-1.6799928e-05
-0.37767999999999996,-1.6799928e-05
-0.387887,5.5999750000000005e-06
-0.398095,4.479980400000001e-05
-0.408302,6.7199712e-05
-0.41851,3.3599856e-05
-0.42871699999999996,5.5999750000000005e-06
-0.43892499999999995,-1.6799928e-05
-0.449133,-3.3599856e-05
-0.45933999999999997,-3.3599856e-05
-0.46954799999999997,-1.1199951000000002e-05
-0.479755,1.6799928e-05
-0.489963,3.3599856e-05
-0.50017,3.3599856e-05
-0.489963,2.2399902000000004e-05
-0.479755,0.0
-0.46954799999999997,-2.2399902000000004e-05
-0.45933999999999997,-2.7999878000000003e-05
-0.449133,-1.6799928e-05
-0.43892499999999995,1.1199951000000002e-05
-0.42871699999999996,2.2399902000000004e-05
-0.41851,3.9199832000000005e-05
-0.408302,3.3599856e-05
-0.398095,5.5999750000000005e-06
-0.387887,-1.1199951000000002e-05
-0.37767999999999996,-2.7999878000000003e-05
-0.36747199999999997,-2.7999878000000003e-05
-0.35726399999999997,-5.5999750000000005e-06
-0.347057,5.5999750000000005e-06
-0.336849,3.3599856e-05
-0.326642,5.0399780000000004e-05
-0.316434,2.7999878000000003e-05
-0.30622699999999997,0.0
-0.296019,-5.5999750000000005e-06
-0.285811,-3.3599856e-05
-0.27560399999999996,-2.7999878000000003e-05
-0.26539599999999997,0.0
-0.255189,1.1199951000000002e-05
-0.24498099999999998,3.3599856e-05
-0.23477399999999998,3.9199832000000005e-05
-0.224566,2.2399902000000004e-05
-0.214358,5.5999750000000005e-06
-0.204151,-2.2399902000000004e-05
-0.193943,-3.3599856e-05
-0.18373599999999998,-1.6799928e-05
-0.173528,-5.5999750000000005e-06
-0.163321,1.6799928e-05
-0.153113,4.479980400000001e-05
-0.142905,3.3599856e-05
-0.13269799999999998,1.6799928e-05
