Potential (V),Current (µA),Channel
0.0,148.74900000000002,0
-0.002148962,149.309,0
-0.004297924,149.35100000000003,0
-0.006446886000000001,149.365,0
-0.008595848,149.365,0
-0.01074481,149.37900000000002,0
-0.012893773,149.365,0
-0.015042735000000002,149.365,0
-0.017191696,149.37900000000002,0
-0.019340658,149.37900000000002,0
-0.02148962,149.365,0
-0.023638584,149.37900000000002,0
-0.025787546,149.37900000000002,0
-0.027936508000000002,149.37900000000002,0
-0.030085470000000003,149.37900000000002,0
-0.03223443,149.37900000000002,0
-0.034383392,149.37900000000002,0
-0.036532356,149.37900000000002,0
-0.038681316,149.37900000000002,0
-0.040830280000000004,149.37900000000002,0
-0.04297924,149.37900000000002,0
-0.045128204000000005,149.365,0
-0.047277168,149.37900000000002,0
-0.049426128,149.37900000000002,0
-0.051575092,149.37900000000002,0
-0.053724056000000006,149.37900000000002,0
-0.055873016000000005,149.37900000000002,0
-0.058021976,149.37900000000002,0
-0.060170940000000006,149.37900000000002,0
-0.062319900000000004,149.37900000000002,0
-0.06446886,149.37900000000002,0
-0.066617824,149.37900000000002,0
-0.068766784,149.37900000000002,0
-0.070915752,149.37900000000002,0
-0.073064712,149.37900000000002,0
-0.07521367200000001,149.37900000000002,0
-0.077362632,149.37900000000002,0
-0.0795116,149.37900000000002,0
-0.08166056000000001,149.37900000000002,0
-0.08380952800000001,149.37900000000002,0
-0.08595848,149.37900000000002,0
-0.088107448,149.37900000000002,0
-0.09025640800000001,149.37900000000002,0
-0.092405368,149.37900000000002,0
-0.094554336,149.37900000000002,0
-0.09670329600000001,149.37900000000002,0
-0.098852256,149.37900000000002,0
-0.101001,149.37900000000002,0
-0.10314999999999999,149.37900000000002,0
-0.10529899999999999,149.37900000000002,0
-0.107448,149.37900000000002,0
-0.109597,149.37900000000002,0
-0.111746,149.37900000000002,0
-0.113894,149.37900000000002,0
-0.116043,149.37900000000002,0
-0.11819199999999999,149.37900000000002,0
-0.12034099999999999,149.37900000000002,0
-0.12248999999999999,149.37900000000002,0
-0.124639,149.37900000000002,0
-0.12678799999999998,149.37900000000002,0
-0.128937,149.37900000000002,0
-0.13108599999999998,149.37900000000002,0
-0.133235,149.37900000000002,0
-0.135384,149.37900000000002,0
-0.137533,149.37900000000002,0
-0.139682,149.37900000000002,0
-0.14183099999999998,149.37900000000002,0
-0.14398,149.37900000000002,0
-0.14612899999999998,149.37900000000002,0
-0.148278,149.37900000000002,0
-0.150427,149.37900000000002,0
-0.152576,149.37900000000002,0
-0.154725,149.37900000000002,0
-0.15687399999999999,149.37900000000002,0
-0.159023,149.37900000000002,0
-0.16117199999999998,149.37900000000002,0
-0.163321,149.37900000000002,0
-0.16547,149.37900000000002,0
-0.167619,149.37900000000002,0
-0.169768,149.37900000000002,0
-0.17191599999999999,149.37900000000002,0
-0.174065,149.37900000000002,0
-0.17621399999999998,149.37900000000002,0
-0.178363,149.37900000000002,0
-0.18051199999999998,149.37900000000002,0
-0.182661,149.37900000000002,0
-0.18481,149.37900000000002,0
-0.186959,149.37900000000002,0
-0.189108,149.37900000000002,0
-0.19125699999999998,149.37900000000002,0
-0.193406,149.37900000000002,0
-0.19555499999999998,149.37900000000002,0
-0.197704,149.37900000000002,0
-0.199853,149.37900000000002,0
-0.202002,149.37900000000002,0
-0.204151,149.37900000000002,0
-0.20629999999999998,149.37900000000002,0
-0.208449,149.37900000000002,0
-0.21059799999999998,149.37900000000002,0
-0.212747,149.37900000000002,0
-0.214896,149.37900000000002,0
-0.217045,149.37900000000002,0
-0.219194,149.37900000000002,0
-0.22134299999999998,149.37900000000002,0
-0.223492,149.37900000000002,0
-0.22564099999999998,149.37900000000002,0
-0.227789,149.37900000000002,0
-0.22993799999999998,149.37900000000002,0
-0.232087,149.37900000000002,0
-0.234236,149.37900000000002,0
-0.23638499999999998,149.37900000000002,0
-0.238534,149.37900000000002,0
-0.24068299999999998,149.365,0
-0.242832,149.37900000000002,0
-0.24498099999999998,149.365,0
-0.24713,149.37900000000002,0
-0.249279,149.37900000000002,0
-0.251428,149.37900000000002,0
-0.253577,149.365,0
-0.255726,149.37900000000002,0
-0.25787499999999997,149.37900000000002,0
-0.260024,149.37900000000002,0
-0.262173,149.365,0
-0.264322,149.37900000000002,0
-0.266471,149.37900000000002,0
-0.26861999999999997,149.37900000000002,0
-0.270769,149.37900000000002,0
-0.272918,149.37900000000002,0
-0.275067,149.37900000000002,0
-0.27721599999999996,149.37900000000002,0
-0.279365,149.37900000000002,0
-0.281514,149.37900000000002,0
-0.283663,149.37900000000002,0
-0.285811,149.37900000000002,0
-0.28796,149.37900000000002,0
-0.290109,149.37900000000002,0
-0.29225799999999996,149.37900000000002,0
-0.294407,149.37900000000002,0
-0.296556,149.37900000000002,0
-0.298705,149.37900000000002,0
-0.300854,149.37900000000002,0
-0.30300299999999997,149.37900000000002,0
-0.305152,149.37900000000002,0
-0.307301,149.37900000000002,0
-0.30945,149.37900000000002,0
-0.31159899999999996,149.37900000000002,0
-0.31374799999999997,149.37900000000002,0
-0.315897,149.37900000000002,0
-0.318046,149.37900000000002,0
-0.320195,149.37900000000002,0
-0.32234399999999996,149.37900000000002,0
-0.324493,149.37900000000002,0
-0.326642,149.37900000000002,0
-0.328791,149.37900000000002,0
-0.33094,149.37900000000002,0
-0.33308899999999997,149.37900000000002,0
-0.335238,149.37900000000002,0
