Potential (V),Current (µA)
0.15364999999999998,-708.3960000000001
0.163858,-708.676
0.174065,-708.676
0.184273,-708.3960000000001
0.194481,-708.3960000000001
0.20468799999999998,-708.3960000000001
0.214896,-708.3960000000001
0.225103,-708.3960000000001
0.235311,-708.676
0.245518,-708.3960000000001
0.255726,-708.3960000000001
0.265934,-708.676
0.27614099999999997,-708.3960000000001
0.28634899999999996,-708.676
0.296556,-708.676
-0.958974,-615.9970000000001
-0.948766,-615.717
-0.9385589999999999,-615.717
-0.9283509999999999,-615.717
-0.918144,-615.717
-0.907936,-615.9970000000001
-0.897728,-615.9970000000001
-0.887521,-615.717
-0.877313,-615.717
-0.8671059999999999,-615.717
-0.8568979999999999,-615.717
-0.846691,-615.717
-0.836483,-615.9970000000001
-0.826275,-615.717
-0.816068,-615.717
-0.8058599999999999,-615.717
-0.7956529999999999,-615.9970000000001
-0.785445,-615.717
-0.775238,-615.717
