Potential (V),Current (µA)
0.388424,-599.7570000000001
0.398632,-547.1170000000001
0.40884,-492.51700000000005
0.419047,-408.79800000000006
0.429255,-371.55800000000005
0.43946199999999996,-292.31800000000004
0.44966999999999996,-230.43900000000002
0.459877,-184.519
0.470085,-97.71956
0.48029299999999997,-57.39974
0.4905,13.159941
0.5007079999999999,82.879632
0.510915,123.759
0.521123,210.83900000000003
-0.7242,-1078.835
-0.713992,-1078.555
-0.703785,-1078.555
-0.693577,-1078.555
-0.683369,-1078.555
-0.6731619999999999,-1078.555
-0.6629539999999999,-1078.275
-0.652747,-1078.555
-0.642539,-1078.555
-0.632332,-1078.555
-0.622124,-1078.555
-0.611916,-1078.555
-0.6017089999999999,-1078.275
-0.5915009999999999,-1078.555
-0.581294,-1078.275
-0.571086,-1078.835
-0.560879,-1078.555
-0.550671,-1078.275
-0.540463,-1078.275
-0.530256,-1078.555
-0.520048,-1078.555
-0.509841,-1078.275
