Potential (V),Current (µA)
-0.8671059999999999,-348.878
-0.8568979999999999,-348.878
-0.846691,-348.878
-0.836483,-348.878
-0.826275,-348.598
-0.816068,-348.878
-0.8058599999999999,-348.598
-0.7956529999999999,-348.598
-0.785445,-348.878
-0.775238,-348.598
-0.76503,-348.878
-0.754822,-348.878
-0.7446149999999999,-348.598
-0.7344069999999999,-348.598
0.020952382000000002,-348.878
0.031159950000000002,-348.878
0.041367520000000005,-348.878
0.051575092,-348.878
0.06178266,-348.598
0.071990232,-348.598
0.0821978,-348.598
0.092405368,-348.878
0.102612,-348.878
0.11281999999999999,-348.598
0.123028,-348.878
0.133235,-348.878
0.143443,-348.598
0.15364999999999998,-348.598
0.163858,-348.878
0.174065,-348.598
0.184273,-348.598
0.194481,-348.598
