Potential (V),Current (uA)
0.0,0.363998
-0.002148962,0.0
-0.004297924,-0.013999938000000002
-0.006446886000000001,-0.006999969000000001
-0.008595848,-0.006999969000000001
-0.01074481,-0.006999969000000001
-0.012893773,-0.0034999840000000003
-0.015042735000000002,-0.0034999840000000003
-0.017191696,-0.0034999840000000003
-0.019340658,-0.0017499920000000001
-0.02148962,-0.0017499920000000001
-0.023638584,-0.0017499920000000001
-0.025787546,-0.0008749960000000001
-0.027936508000000002,-0.0008749960000000001
-0.030085470000000003,-0.0008749960000000001
-0.03223443,-0.00043749800000000003
-0.034383392,-0.00043749800000000003
-0.036532356,-0.00043749800000000003
-0.038681316,-0.00021874900000000002
-0.040830280000000004,-0.00021874900000000002
-0.04297924,-0.00021874900000000002
-0.045128204000000005,-0.00010937400000000001
-0.047277168,-0.00010937400000000001
-0.049426128,-0.00010937400000000001
-0.051575092,0.0
-0.053724056000000006,0.0
-0.055873016000000005,5.5999750000000005e-06
-0.058021976,0.0
-0.060170940000000006,0.0
-0.062319900000000004,0.0
-0.06446886,5.5999750000000005e-06
-0.066617824,0.0
-0.068766784,0.0
-0.070915752,0.0
-0.073064712,0.0
-0.07521367200000001,0.0
-0.077362632,0.0
-0.0795116,5.5999750000000005e-06
-0.08166056000000001,0.0
-0.08380952800000001,0.0
-0.08595848,5.5999750000000005e-06
-0.088107448,5.5999750000000005e-06
-0.09025640800000001,0.0
-0.092405368,0.0
-0.094554336,5.5999750000000005e-06
-0.09670329600000001,0.0
-0.098852256,0.0
-0.101001,5.5999750000000005e-06
-0.10314999999999999,0.0
-0.10529899999999999,0.0
-0.107448,0.0
-0.109597,5.5999750000000005e-06
-0.111746,0.0
-0.113894,0.0
-0.116043,0.0
-0.11819199999999999,0.0
-0.12034099999999999,-5.5999750000000005e-06
-0.12248999999999999,0.0
-0.124639,5.5999750000000005e-06
-0.12678799999999998,0.0
-0.128937,0.0
-0.13108599999999998,0.0
-0.133235,0.0
-0.135384,-5.5999750000000005e-06
-0.137533,0.0
-0.139682,5.5999750000000005e-06
-0.14183099999999998,0.0
-0.14398,0.0
-0.14612899999999998,0.0
-0.148278,0.0
-0.150427,-5.5999750000000005e-06
-0.152576,0.0
-0.154725,5.5999750000000005e-06
-0.15687399999999999,0.0
-0.159023,0.0
-0.16117199999999998,5.5999750000000005e-06
-0.163321,0.0
-0.16547,0.0
-0.167619,0.0
-0.169768,5.5999750000000005e-06
-0.17191599999999999,0.0
-0.174065,0.0
-0.17621399999999998,0.0
-0.178363,0.0
-0.18051199999999998,-5.5999750000000005e-06
-0.182661,-5.5999750000000005e-06
-0.18481,-5.5999750000000005e-06
-0.186959,-1.6799928e-05
-0.189108,-1.1199951000000002e-05
-0.19125699999999998,0.0
-0.193406,-5.5999750000000005e-06
-0.19555499999999998,-1.6799928e-05
-0.197704,-1.6799928e-05
-0.199853,-2.2399902000000004e-05
-0.202002,-3.9199832000000005e-05
-0.204151,-3.9199832000000005e-05
-0.20629999999999998,-2.7999878000000003e-05
-0.208449,-1.6799928e-05
-0.21059799999999998,-1.6799928e-05
-0.212747,0.0
-0.214896,5.5999750000000005e-06
-0.217045,0.0
-0.219194,0.0
-0.22134299999999998,0.0
-0.223492,-5.5999750000000005e-06
-0.22564099999999998,-2.2399902000000004e-05
-0.227789,-3.3599856e-05
-0.22993799999999998,-3.9199832000000005e-05
-0.232087,-1.1199951000000002e-05
-0.234236,1.1199951000000002e-05
-0.23638499999999998,3.3599856e-05
-0.238534,3.3599856e-05
-0.24068299999999998,3.3599856e-05
-0.242832,3.3599856e-05
-0.24498099999999998,3.3599856e-05
-0.24713,2.2399902000000004e-05
-0.249279,1.6799928e-05
-0.251428,1.6799928e-05
-0.253577,1.1199951000000002e-05
-0.255726,5.5999750000000005e-06
-0.25787499999999997,5.5999750000000005e-06
-0.260024,1.1199951000000002e-05
-0.262173,5.5999750000000005e-06
-0.264322,0.0
-0.266471,1.1199951000000002e-05
-0.26861999999999997,1.1199951000000002e-05
-0.270769,5.5999750000000005e-06
-0.272918,5.5999750000000005e-06
-0.275067,5.5999750000000005e-06
-0.27721599999999996,0.0
-0.279365,0.0
-0.281514,5.5999750000000005e-06
-0.283663,0.0
