Time (s),Potential (V),Current (uA)
0.0,-0.700024,-0.010499954000000002
0.009879557,-0.701098,-0.006999969000000001
0.019759114,-0.7021729999999999,-0.006999969000000001
0.029638672,-0.703247,-0.006999969000000001
0.039518228,-0.704322,-0.006999969000000001
0.049397788000000005,-0.705396,-0.006999969000000001
0.059277348,-0.706471,-0.006999969000000001
0.069156904,-0.707545,-0.006999969000000001
0.079036464,-0.7086199999999999,-0.006999969000000001
0.08891602400000001,-0.7096939999999999,-0.006999969000000001
0.098795584,-0.710769,-0.006999969000000001
0.108675,-0.711843,-0.006999969000000001
0.11855399999999999,-0.7129179999999999,-0.006999969000000001
0.128434,-0.713992,-0.006999969000000001
0.138313,-0.715067,-0.010499954000000002
0.148193,-0.7161409999999999,-0.006999969000000001
0.158072,-0.717216,-0.006999969000000001
0.167952,-0.71829,-0.010499954000000002
0.177832,-0.7193649999999999,-0.006999969000000001
0.187711,-0.7204389999999999,-0.010499954000000002
0.197591,-0.721514,-0.010499954000000002
0.20747,-0.722588,-0.010499954000000002
0.21735,-0.7236619999999999,-0.010499954000000002
0.227229,-0.724737,-0.010499954000000002
0.237109,-0.725811,-0.010499954000000002
0.24698799999999999,-0.7268859999999999,-0.010499954000000002
0.256868,-0.7279599999999999,-0.010499954000000002
0.266748,-0.729035,-0.010499954000000002
0.276627,-0.730109,-0.010499954000000002
0.286507,-0.731184,-0.010499954000000002
0.296386,-0.732258,-0.010499954000000002
0.306266,-0.733333,-0.010499954000000002
0.316145,-0.7344069999999999,-0.013999938000000002
0.326025,-0.735482,-0.013999938000000002
0.335904,-0.736556,-0.013999938000000002
0.345784,-0.7376309999999999,-0.013999938000000002
0.355664,-0.738705,-0.013999938000000002
0.365543,-0.73978,-0.013999938000000002
0.375423,-0.740854,-0.013999938000000002
0.385302,-0.741929,-0.013999938000000002
0.395182,-0.743003,-0.017499922
0.405061,-0.744078,-0.017499922
0.414941,-0.7451519999999999,-0.017499922
0.424821,-0.746227,-0.017499922
0.4347,-0.747301,-0.020999908000000005
0.44458,-0.7483759999999999,-0.020999908000000005
0.454459,-0.74945,-0.020999908000000005
0.464339,-0.750524,-0.020999908000000005
0.474218,-0.751599,-0.020999908000000005
0.484098,-0.7526729999999999,-0.024499892000000002
0.493977,-0.753748,-0.024499892000000002
0.503857,-0.754822,-0.027999876000000003
0.513737,-0.7558969999999999,-0.027999876000000003
0.523616,-0.756971,-0.03149986
0.533496,-0.758046,-0.03149986
0.5433749999999999,-0.75912,-0.034999844
0.5532549999999999,-0.760195,-0.034999844
0.563134,-0.761269,-0.03849982800000001
0.573014,-0.7623439999999999,-0.03849982800000001
0.582893,-0.7634179999999999,-0.04199981600000001
0.592773,-0.764493,-0.04199981600000001
0.602652,-0.765567,-0.04549980000000001
0.612532,-0.7666419999999999,-0.04549980000000001
0.6224109999999999,-0.767716,-0.048999784000000005
0.6322909999999999,-0.768791,-0.048999784000000005
0.64217,-0.7698649999999999,-0.05249976800000001
0.65205,-0.77094,-0.05249976800000001
0.661929,-0.772014,-0.05599975200000001
0.671809,-0.7730889999999999,-0.05599975200000001
0.681689,-0.7741629999999999,-0.05599975200000001
0.691568,-0.775238,-0.059499736000000004
0.701448,-0.776312,-0.059499736000000004
0.7113269999999999,-0.7773869999999999,-0.059499736000000004
0.7212069999999999,-0.778461,-0.06299972
0.731086,-0.779535,-0.06299972
0.740966,-0.7806099999999999,-0.06299972
0.750845,-0.7816839999999999,-0.06299972
0.760725,-0.782759,-0.066499704
0.770604,-0.783833,-0.066499704
0.780484,-0.7849079999999999,-0.066499704
0.7903629999999999,-0.785982,-0.066499704
0.8002429999999999,-0.787057,-0.069999688
0.810122,-0.7881309999999999,-0.069999688
0.820002,-0.789206,-0.069999688
0.829881,-0.79028,-0.069999688
0.839761,-0.7913549999999999,-0.069999688
0.849641,-0.7924289999999999,-0.069999688
0.85952,-0.793504,-0.069999688
0.8694,-0.794578,-0.073499672
0.8792789999999999,-0.7956529999999999,-0.073499672
0.8891589999999999,-0.796727,-0.073499672
0.899038,-0.797802,-0.073499672
0.908918,-0.7988759999999999,-0.073499672
0.918797,-0.799951,-0.073499672
0.928677,-0.801025,-0.073499672
0.938556,-0.8020999999999999,-0.073499672
0.948436,-0.8031739999999999,-0.073499672
0.9583149999999999,-0.804249,-0.073499672
0.9681949999999999,-0.805323,-0.073499672
0.978074,-0.806398,-0.073499672
0.987954,-0.807472,-0.073499672
0.997833,-0.808547,-0.073499672
1.0077129999999999,-0.8096209999999999,-0.073499672
1.017593,-0.8106949999999999,-0.073499672
1.027472,-0.81177,-0.073499672
1.037352,-0.812844,-0.073499672
1.047231,-0.813919,-0.073499672
1.057111,-0.814993,-0.073499672
1.066991,-0.816068,-0.073499672
1.07687,-0.8171419999999999,-0.07699965600000001
1.0867499999999999,-0.818217,-0.07699965600000001
1.0966289999999999,-0.819291,-0.07699965600000001
1.106509,-0.8203659999999999,-0.073499672
1.1163889999999999,-0.82144,-0.07699965600000001
1.126268,-0.822515,-0.073499672
1.136148,-0.823589,-0.073499672
1.146027,-0.824664,-0.073499672
1.155907,-0.825738,-0.073499672
1.165786,-0.8268129999999999,-0.073499672
1.1756659999999999,-0.8278869999999999,-0.073499672
1.185546,-0.828962,-0.073499672
1.195425,-0.830036,-0.073499672
1.2053049999999998,-0.8311109999999999,-0.073499672
1.215184,-0.832185,-0.073499672
1.225064,-0.83326,-0.073499672
1.234944,-0.8343339999999999,-0.073499672
1.244823,-0.835409,-0.073499672
1.254703,-0.836483,-0.073499672
1.2645819999999999,-0.837557,-0.073499672
1.274462,-0.8386319999999999,-0.073499672
1.2843419999999999,-0.839706,-0.073499672
1.2942209999999998,-0.840781,-0.073499672
1.304101,-0.8418549999999999,-0.073499672
1.31398,-0.84293,-0.073499672
1.32386,-0.844004,-0.073499672
1.333739,-0.8450789999999999,-0.073499672
1.343619,-0.8461529999999999,-0.073499672
1.353499,-0.847228,-0.073499672
1.363378,-0.848302,-0.073499672
1.3732579999999999,-0.8493769999999999,-0.073499672
1.3831369999999998,-0.850451,-0.073499672
1.393017,-0.851526,-0.073499672
1.4028969999999998,-0.8525999999999999,-0.073499672
1.412776,-0.853675,-0.073499672
1.422656,-0.854749,-0.073499672
1.432535,-0.8558239999999999,-0.073499672
1.442415,-0.8568979999999999,-0.073499672
1.452295,-0.857973,-0.073499672
1.4621739999999999,-0.859047,-0.073499672
1.472054,-0.8601219999999999,-0.073499672
1.481933,-0.861196,-0.073499672
1.4918129999999998,-0.862271,-0.073499672
1.501692,-0.8633449999999999,-0.073499672
1.511572,-0.8644189999999999,-0.073499672
1.521452,-0.865494,-0.073499672
1.531331,-0.866568,-0.073499672
1.5412109999999999,-0.8676429999999999,-0.073499672
1.5510899999999999,-0.868717,-0.073499672
1.56097,-0.869792,-0.073499672
1.5708499999999999,-0.8708659999999999,-0.073499672
1.5807289999999998,-0.871941,-0.073499672
1.590609,-0.873015,-0.073499672
1.600488,-0.8740899999999999,-0.073499672
1.610368,-0.8751639999999999,-0.073499672
1.620248,-0.876239,-0.073499672
1.6301269999999999,-0.877313,-0.073499672
1.640007,-0.878388,-0.073499672
1.649886,-0.879462,-0.073499672
1.6597659999999999,-0.880537,-0.073499672
1.6696449999999998,-0.8816109999999999,-0.07699965600000001
1.679525,-0.882686,-0.073499672
