Potential (V),Current (µA)
-0.50017,-1.1199949999999999
-0.498021,-1.1199949999999999
-0.495872,-1.1199949999999999
-0.493724,-0.33599799999999996
-0.491575,-0.33599799999999996
-0.48942599999999997,-0.279998
-0.48727699999999996,-0.223999
-0.485128,-0.195999
-0.482979,-0.195999
-0.48083,-0.153999
-0.47868099999999997,-0.139999
-0.47653199999999996,-0.139999
-0.474383,-0.118999
-0.472234,-0.111999
-0.470085,-0.111999
-0.46793599999999996,-0.09799956800000001
-0.465787,-0.09449958400000001
-0.463638,-0.09449958400000001
-0.461489,-0.085749616
-0.45933999999999997,-0.08399963200000002
-0.45719099999999996,-0.082249632
-0.455042,-0.07787465600000001
-0.452893,-0.076124664
-0.450744,-0.07524966400000001
-0.44859499999999997,-0.07262468000000001
-0.44644599999999995,-0.07174968000000001
-0.444297,-0.07043719200000001
-0.442148,-0.06868719200000001
-0.439999,-0.067593448
-0.437851,-0.066718452
-0.435702,-0.065515332
-0.43355299999999997,-0.06464034
-0.43140399999999995,-0.06387471600000001
-0.429255,-0.06299972
-0.427106,-0.062234096
-0.424957,-0.06146848
-0.42280799999999996,-0.06081222800000001
-0.420659,-0.060046612000000006
-0.41851,-0.05939036000000001
-0.416361,-0.058734116
-0.41421199999999997,-0.058077868000000005
-0.41206299999999996,-0.05742162000000001
-0.409914,-0.056874748
-0.407765,-0.056218500000000005
-0.405616,-0.05567162800000001
-0.40346699999999996,-0.055124752000000006
-0.401318,-0.054468508000000006
-0.399169,-0.05381226
-0.39702,-0.053265388000000004
-0.39487099999999997,-0.052718516
-0.39272199999999996,-0.05206226800000001
-0.390573,-0.051515396000000005
-0.388424,-0.05096852400000001
-0.386275,-0.050421652000000004
-0.38412599999999997,-0.049984152000000004
-0.38197699999999996,-0.049437284000000005
-0.37982899999999997,-0.048890408
-0.37767999999999996,-0.048343536000000006
-0.375531,-0.047906036000000006
-0.373382,-0.047249792000000006
-0.371233,-0.04670292000000001
-0.36908399999999997,-0.04626542000000001
-0.36693499999999996,-0.045718548000000005
-0.364786,-0.04517167600000001
