Potential (V),Current (µA)
-0.400244,-1.679992
-0.398095,-1.1199949999999999
-0.39594599999999996,-0.839996
-0.393797,-0.391998
-0.391648,-0.33599799999999996
-0.389499,-0.33599799999999996
-0.38734999999999997,-0.251998
-0.38520099999999996,-0.223999
-0.383052,-0.16799899999999998
-0.380903,-0.153999
-0.378754,-0.139999
-0.37660499999999997,-0.125999
-0.37445599999999996,-0.111999
-0.372307,-0.104999
-0.370158,-0.09799956800000001
-0.368009,-0.09099960000000001
-0.36585999999999996,-0.09449958400000001
-0.363711,-0.09099960000000001
-0.361562,-0.085749616
-0.359413,-0.085749616
-0.35726399999999997,-0.078749648
-0.35511499999999996,-0.07699965600000001
-0.352967,-0.070874688
-0.35081799999999996,-0.06474971600000001
-0.348669,-0.05862474000000001
-0.34652,-0.05206226800000001
-0.344371,-0.048999784000000005
-0.34222199999999997,-0.045718548000000005
-0.34007299999999996,-0.044406052
-0.337924,-0.048343536000000006
-0.335775,-0.088812104
-0.333626,-0.09526520000000001
-0.33147699999999997,-0.10248299999999999
-0.329328,-0.105765
-0.327179,-0.10609299999999999
-0.32503,-0.106202
-0.322881,-0.106421
-0.32073199999999996,-0.102374
-0.318583,-0.09493708000000001
-0.316434,-0.08837460800000001
-0.314285,-0.079624648
-0.31213599999999997,-0.07164031200000001
-0.309987,-0.06048410800000001
-0.307838,-0.054796632000000005
-0.305689,-0.057968492
-0.30354,-0.06321846800000001
-0.30139099999999996,-0.07667153600000001
-0.299242,-0.08039026400000002
-0.29709399999999997,-0.086624616
-0.294945,-0.09165584000000002
-0.292796,-0.09504644800000002
-0.290647,-0.095374576
-0.288498,-0.09614020000000001
-0.28634899999999996,-0.093077712
-0.2842,-0.086296496
-0.282051,-0.079405896
-0.279902,-0.07295280000000001
-0.27775299999999997,-0.0617966
-0.27560399999999996,-0.054468508000000006
-0.273455,-0.045718548000000005
-0.271306,-0.049656028000000005
-0.269157,-0.058515364
-0.26700799999999997,-0.068140328
-0.264859,-0.076452784
-0.26271,-0.08028088800000001
-0.260561,-0.08542149600000001
-0.258412,-0.087499616
-0.25626299999999996,-0.089905856
-0.254114,-0.087499616
-0.251965,-0.084437128
-0.24981599999999998,-0.08006214400000002
-0.247667,-0.07174968000000001
-0.245518,-0.066499704
-0.243369,-0.05709349600000001
-0.24122,-0.047906036000000006
-0.23907199999999998,-0.03871858
-0.236923,-0.046484168
-0.23477399999999998,-0.050312276
-0.232625,-0.06168722800000001
-0.230476,-0.067484072
-0.228327,-0.073171552
-0.226178,-0.078421528
-0.22402899999999998,-0.08148400800000001
-0.22188,-0.08181213600000001
-0.21973099999999998,-0.082140264
-0.217582,-0.07524966400000001
-0.21543299999999999,-0.072843432
-0.213284,-0.065296584
-0.211135,-0.059718484
-0.20898599999999998,-0.048890408
-0.206837,-0.042327936000000004
-0.20468799999999998,-0.035874840000000005
-0.202539,-0.03849982800000001
-0.20038999999999998,-0.048234160000000005
-0.198241,-0.05545288
-0.196092,-0.058296616
-0.193943,-0.06989031200000001
-0.191794,-0.07021843200000001
-0.18964499999999998,-0.078421528
