Time (s),Potential (V),Current (uA)
0.0,-0.199853,-0.017499922
0.009879557,-0.18964499999999998,-0.010499954000000002
0.019759114,-0.179438,-0.006999969000000001
0.029638672,-0.16923,-0.0034999840000000003
0.039518228,-0.159023,0.0
0.049397788000000005,-0.148815,0.0
0.059277348,-0.13860799999999998,0.0
0.069156904,-0.1284,0.0
0.079036464,-0.11819199999999999,0.0
0.08891602400000001,-0.107985,0.0
0.098795584,-0.09777777600000001,0.0
0.108675,-0.08757020800000001,0.0
0.11855399999999999,-0.077362632,0.0
0.128434,-0.067155064,0.0034999840000000003
0.138313,-0.056947496,0.0
0.148193,-0.046739924,0.0034999840000000003
0.158072,-0.036532356,0.0034999840000000003
0.167952,-0.026324786000000003,0.0034999840000000003
0.177832,-0.016117215,0.0034999840000000003
0.187711,-0.005909646,0.006999969000000001
0.197591,0.004297924,0.006999969000000001
0.20747,0.014505494,0.006999969000000001
0.21735,0.024713064,0.010499954000000002
0.227229,0.034920632,0.010499954000000002
0.237109,0.045128204000000005,0.013999938000000002
0.24698799999999999,0.055335776,0.013999938000000002
0.256868,0.065543348,0.017499922
0.266748,0.07575092,0.017499922
0.276627,0.08595848,0.024499892000000002
0.286507,0.096166048,0.024499892000000002
0.296386,0.106373,0.03149986
0.306266,0.11658099999999999,0.03149986
0.316145,0.12678799999999998,0.03849982800000001
0.326025,0.136996,0.04199981600000001
0.335904,0.147203,0.048999784000000005
0.345784,0.157411,0.05599975200000001
0.355664,0.167619,0.06299972
0.365543,0.17782599999999998,0.069999688
0.375423,0.18803399999999998,0.07699965600000001
0.385302,0.198241,0.087499616
0.395182,0.208449,0.09799956800000001
0.405061,0.218656,0.111999
0.414941,0.22886399999999998,0.125999
0.424821,0.23907199999999998,0.14349900000000002
0.4347,0.249279,0.160999
0.44458,0.25948699999999997,0.181999
0.454459,0.269694,0.206499
0.464339,0.279902,0.23099799999999998
0.474218,0.290109,0.25899799999999995
0.484098,0.300317,0.28699800000000003
0.493977,0.310525,0.321998
0.503857,0.32073199999999996,0.353498
0.513737,0.33094,0.388498
0.523616,0.341147,0.419998
0.533496,0.351355,0.454997
0.5433749999999999,0.361562,0.482997
0.5532549999999999,0.37177,0.510997
0.563134,0.38197699999999996,0.535497
0.573014,0.392185,0.563497
0.582893,0.402393,0.580997
0.592773,0.41259999999999997,0.598497
0.602652,0.42280799999999996,0.615997
0.612532,0.433015,0.633497
0.6224109999999999,0.443223,0.643997
0.6322909999999999,0.45343,0.661497
0.64217,0.463638,0.671997
0.65205,0.473846,0.689496
0.661929,0.48405299999999996,0.703496
0.671809,0.49426099999999995,0.724496
0.681689,0.504468,0.741996
0.691568,0.514676,0.769996
0.701448,0.524883,0.797996
0.7113269999999999,0.535091,0.832996
0.7212069999999999,0.545299,0.874996
0.731086,0.5555059999999999,0.920495
0.740966,0.5657139999999999,0.9799950000000001
0.750845,0.575921,1.049995
0.760725,0.586129,1.1304949999999998
0.770604,0.596336,1.228494
0.780484,0.606544,1.347494
0.7903629999999999,0.616752,1.483993
0.8002429999999999,0.6269589999999999,1.651992
0.810122,0.6371669999999999,1.854991
0.820002,0.647374,2.09299
0.829881,0.657582,2.379989
0.839761,0.667789,2.726487
0.849641,0.677997,3.1394859999999998
0.85952,0.688205,3.629483
0.8694,0.6984119999999999,4.203481
0.8792789999999999,0.7086199999999999,4.871978
0.8891589999999999,0.718827,5.641974
0.899038,0.729035,6.50997
0.908918,0.739242,7.447966
0.918797,0.74945,8.438462
0.928677,0.7596579999999999,9.428958
0.938556,0.7698649999999999,10.352953000000001
0.948436,0.780073,11.147449
0.9583149999999999,0.79028,11.742447
0.9681949999999999,0.800488,12.095946
0.978074,0.8106949999999999,12.176445
0.987954,0.8209029999999999,11.987445999999998
0.997833,0.8311109999999999,11.577948
1.0077129999999999,0.841318,11.021451
1.017593,0.851526,10.401952999999999
1.027472,0.861733,9.785956
1.037352,0.871941,9.215458
1.047231,0.8821479999999999,8.714961
1.057111,0.8923559999999999,8.280962
1.066991,0.9025639999999999,7.920464
1.07687,0.8923559999999999,5.918473
1.0867499999999999,0.8821479999999999,4.53948
1.0966289999999999,0.871941,3.559484
1.106509,0.861733,2.8384869999999998
1.1163889999999999,0.851526,2.2924889999999998
1.126268,0.841318,1.875991
1.136148,0.8311109999999999,1.5504930000000001
1.146027,0.8209029999999999,1.287994
1.155907,0.8106949999999999,1.081495
1.165786,0.800488,0.9099949999999999
1.1756659999999999,0.79028,0.776996
1.185546,0.780073,0.657997
1.195425,0.7698649999999999,0.563497
1.2053049999999998,0.7596579999999999,0.48649699999999996
1.215184,0.74945,0.419998
1.225064,0.739242,0.360498
1.234944,0.729035,0.311498
1.244823,0.718827,0.276498
1.254703,0.7086199999999999,0.23449799999999998
1.2645819999999999,0.6984119999999999,0.206499
1.274462,0.688205,0.185499
1.2843419999999999,0.677997,0.157499
1.2942209999999998,0.667789,0.136499
1.304101,0.657582,0.122499
1.31398,0.647374,0.104999
1.32386,0.6371669999999999,0.09099960000000001
1.333739,0.6269589999999999,0.07699965600000001
1.343619,0.616752,0.066499704
1.353499,0.606544,0.05599975200000001
1.363378,0.596336,0.04549980000000001
1.3732579999999999,0.586129,0.03849982800000001
1.3831369999999998,0.575921,0.03149986
1.393017,0.5657139999999999,0.024499892000000002
1.4028969999999998,0.5555059999999999,0.013999938000000002
1.412776,0.545299,0.006999969000000001
1.422656,0.535091,0.0034999840000000003
1.432535,0.524883,0.0
1.442415,0.514676,-0.010499954000000002
1.452295,0.504468,-0.010499954000000002
1.4621739999999999,0.49426099999999995,-0.017499922
1.472054,0.48405299999999996,-0.024499892000000002
1.481933,0.473846,-0.03149986
1.4918129999999998,0.463638,-0.04199981600000001
1.501692,0.45343,-0.05249976800000001
1.511572,0.443223,-0.06299972
1.521452,0.433015,-0.07699965600000001
1.531331,0.42280799999999996,-0.09099960000000001
1.5412109999999999,0.41259999999999997,-0.104999
1.5510899999999999,0.402393,-0.125999
1.56097,0.392185,-0.14699900000000002
1.5708499999999999,0.38197699999999996,-0.17149899999999998
1.5807289999999998,0.37177,-0.202999
1.590609,0.361562,-0.237998
1.600488,0.351355,-0.276498
1.610368,0.341147,-0.318498
1.620248,0.33094,-0.37449799999999994
1.6301269999999999,0.32073199999999996,-0.440998
1.640007,0.310525,-0.514497
1.649886,0.300317,-0.612497
1.6597659999999999,0.290109,-0.727996
1.6696449999999998,0.279902,-0.867996
1.679525,0.269694,-1.0429950000000001
1.6894049999999998,0.25948699999999997,-1.266994
1.699284,0.249279,-1.5504930000000001
1.709164,0.23907199999999998,-1.9109909999999999
1.7190429999999999,0.22886399999999998,-2.3589890000000002
1.728923,0.218656,-2.9189869999999996
1.7388029999999999,0.208449,-3.608483
1.7486819999999998,0.198241,-4.42748
1.758562,0.18803399999999998,-5.354976
1.768441,0.17782599999999998,-6.292971
1.7783209999999998,0.167619,-7.052468
1.788201,0.157411,-7.4409659999999995
1.79808,0.147203,-7.335966999999999
1.80796,0.136996,-6.709469
1.817839,0.12678799999999998,-5.683974
1.8277189999999999,0.11658099999999999,-4.45198
1.8375979999999998,0.106373,-3.233985
1.847478,0.096166048,-2.25049
1.8573579999999998,0.08595848,-1.567993
1.8672369999999998,0.07575092,-1.140994
1.877117,0.065543348,-0.8854960000000001
1.886996,0.055335776,-0.738496
1.896876,0.045128204000000005,-0.661497
1.906756,0.034920632,-0.615997
1.9166349999999999,0.024713064,-0.5949969999999999
1.926515,0.014505494,-0.587997
1.936394,0.004297924,-0.587997
1.9462739999999998,-0.005909646,-0.587997
1.956154,-0.016117215,-0.5949969999999999
1.966033,-0.026324786000000003,-0.598497
1.9759129999999998,-0.036532356,-0.601997
1.985792,-0.046739924,-0.605497
1.995672,-0.056947496,-0.605497
2.005551,-0.067155064,-0.601997
2.015431,-0.077362632,-0.5949969999999999
2.025311,-0.08757020800000001,-0.587997
2.03519,-0.09777777600000001,-0.577497
2.04507,-0.107985,-0.570497
2.0549489999999997,-0.11819199999999999,-0.563497
2.064829,-0.1284,-0.552997
2.074709,-0.13860799999999998,-0.549497
2.084588,-0.148815,-0.545997
2.094468,-0.159023,-0.542497
2.1043469999999997,-0.16923,-0.538997
2.114227,-0.179438,-0.538997
2.124107,-0.18964499999999998,-0.535497
2.1339859999999997,-0.199853,-0.5319969999999999
2.143866,-0.18964499999999998,-0.297498
2.153745,-0.179438,-0.195999
2.1636249999999997,-0.16923,-0.13299899999999998
2.173505,-0.159023,-0.087499616
2.1833839999999998,-0.148815,-0.05599975200000001
2.193264,-0.13860799999999998,-0.034999844
2.203143,-0.1284,-0.017499922
2.2130229999999997,-0.11819199999999999,0.0
2.222902,-0.107985,0.010499954000000002
2.232782,-0.09777777600000001,0.020999908000000005
2.2426619999999997,-0.08757020800000001,0.034999844
2.252541,-0.077362632,0.04199981600000001
2.262421,-0.067155064,0.05249976800000001
2.2723,-0.056947496,0.066499704
2.28218,-0.046739924,0.07699965600000001
2.2920599999999998,-0.036532356,0.08399963200000002
2.301939,-0.026324786000000003,0.09099960000000001
2.311819,-0.016117215,0.09449958400000001
2.321698,-0.005909646,0.101499
2.331578,0.004297924,0.101499
2.341458,0.014505494,0.104999
2.351337,0.024713064,0.108499
2.361217,0.034920632,0.108499
2.371096,0.045128204000000005,0.111999
2.380976,0.055335776,0.111999
2.390856,0.065543348,0.111999
2.400735,0.07575092,0.111999
2.410615,0.08595848,0.11549899999999999
2.4204939999999997,0.096166048,0.111999
2.430374,0.106373,0.111999
2.440253,0.11658099999999999,0.111999
2.4501329999999997,0.12678799999999998,0.111999
2.460013,0.136996,0.111999
2.4698919999999998,0.147203,0.111999
2.479772,0.157411,0.11549899999999999
2.489651,0.167619,0.11549899999999999
2.4995309999999997,0.17782599999999998,0.118999
2.509411,0.18803399999999998,0.122499
2.51929,0.198241,0.125999
2.5291699999999997,0.208449,0.13299899999999998
2.539049,0.218656,0.14349900000000002
2.548929,0.22886399999999998,0.153999
2.5588089999999997,0.23907199999999998,0.16799899999999998
2.568688,0.249279,0.181999
2.5785679999999997,0.25948699999999997,0.202999
2.588447,0.269694,0.22749799999999998
2.598327,0.279902,0.251998
2.608206,0.290109,0.283498
2.618086,0.300317,0.314998
2.627966,0.310525,0.349998
2.637845,0.32073199999999996,0.388498
2.647725,0.33094,0.426998
2.657604,0.341147,0.465497
2.667484,0.351355,0.503997
2.677364,0.361562,0.542497
2.687243,0.37177,0.577497
2.697123,0.38197699999999996,0.612497
2.7070019999999997,0.392185,0.647497
2.716882,0.402393,0.6754969999999999
2.726762,0.41259999999999997,0.699996
2.7366409999999997,0.42280799999999996,0.724496
2.746521,0.433015,0.745496
2.7563999999999997,0.443223,0.759496
2.76628,0.45343,0.773496
2.776159,0.463638,0.787496
2.7860389999999997,0.473846,0.797996
2.795919,0.48405299999999996,0.804996
2.805798,0.49426099999999995,0.808496
2.8156779999999997,0.504468,0.815496
2.825557,0.514676,0.8189960000000001
2.8354369999999998,0.524883,0.825996
2.8453169999999997,0.535091,0.8294959999999999
2.855196,0.545299,0.8364959999999999
2.8650759999999997,0.5555059999999999,0.8434959999999999
2.874955,0.5657139999999999,0.8574959999999999
2.884835,0.575921,0.8714959999999999
2.8947149999999997,0.586129,0.8924960000000001
2.904594,0.596336,0.9239949999999999
2.914474,0.606544,0.962495
2.924353,0.616752,1.0149949999999999
2.934233,0.6269589999999999,1.081495
2.944112,0.6371669999999999,1.165494
2.953992,0.647374,1.270494
2.963872,0.657582,1.4069930000000002
2.973751,0.667789,1.5644930000000001
2.983631,0.677997,1.760492
2.9935099999999997,0.688205,1.991491
3.00339,0.6984119999999999,2.264489
3.01327,0.7086199999999999,2.579488
3.0231489999999996,0.718827,2.9329859999999996
3.033029,0.729035,3.331985
3.0429079999999997,0.739242,3.765983
3.052788,0.74945,4.231481
3.062668,0.7596579999999999,4.724978999999999
3.0725469999999997,0.7698649999999999,5.232475999999999
3.082427,0.780073,5.743474
3.0923059999999998,0.79028,6.240472
3.1021859999999997,0.800488,6.69547
3.112065,0.8106949999999999,7.0839680000000005
3.1219449999999997,0.8209029999999999,7.3849670000000005
3.1318249999999996,0.8311109999999999,7.563466
3.141704,0.841318,7.608966
3.1515839999999997,0.851526,7.531966
3.161463,0.861733,7.335966999999999
3.171343,0.871941,7.052468
3.1812229999999997,0.8821479999999999,6.72697
3.191102,0.8923559999999999,6.387471
3.2009819999999998,0.9025639999999999,6.0724730000000005
3.210861,0.8923559999999999,4.40998
3.220741,0.8821479999999999,3.293485
3.2306209999999997,0.871941,2.523488
3.2405,0.861733,1.970491
3.25038,0.851526,1.567993
3.260259,0.841318,1.263494
3.270139,0.8311109999999999,1.032495
3.2800179999999997,0.8209029999999999,0.8504959999999999
3.289898,0.8106949999999999,0.703496
3.299778,0.800488,0.587997
3.309657,0.79028,0.49699699999999997
3.319537,0.780073,0.419998
3.3294159999999997,0.7698649999999999,0.356998
3.339296,0.7596579999999999,0.304498
3.349176,0.74945,0.26249799999999995
3.3590549999999997,0.739242,0.22749799999999998
3.368935,0.729035,0.195999
3.3788139999999998,0.718827,0.16799899999999998
3.3886939999999997,0.7086199999999999,0.14349900000000002
3.398574,0.6984119999999999,0.125999
3.4084529999999997,0.688205,0.108499
3.418333,0.677997,0.09449958400000001
3.428212,0.667789,0.08049964
3.4380919999999997,0.657582,0.069999688
3.447971,0.647374,0.059499736000000004
3.457851,0.6371669999999999,0.048999784000000005
3.4677309999999997,0.6269589999999999,0.04199981600000001
3.47761,0.616752,0.034999844
3.4874899999999998,0.606544,0.024499892000000002
3.497369,0.596336,0.017499922
3.507249,0.586129,0.013999938000000002
3.5171289999999997,0.575921,0.0034999840000000003
3.527008,0.5657139999999999,0.0
3.536888,0.5555059999999999,-0.006999969000000001
3.546767,0.545299,-0.010499954000000002
3.556647,0.535091,-0.013999938000000002
3.566527,0.524883,-0.020999908000000005
3.576406,0.514676,-0.024499892000000002
3.586286,0.504468,-0.03149986
3.596165,0.49426099999999995,-0.03849982800000001
3.606045,0.48405299999999996,-0.048999784000000005
3.6159239999999997,0.473846,-0.05249976800000001
3.625804,0.463638,-0.06299972
3.635684,0.45343,-0.069999688
3.6455629999999997,0.443223,-0.08399963200000002
3.655443,0.433015,-0.09099960000000001
3.6653219999999997,0.42280799999999996,-0.104999
3.6752019999999996,0.41259999999999997,-0.122499
3.685082,0.402393,-0.139999
3.6949609999999997,0.392185,-0.160999
3.704841,0.38197699999999996,-0.185499
3.71472,0.37177,-0.213499
3.7245999999999997,0.361562,-0.24849799999999997
3.73448,0.351355,-0.28699800000000003
3.7443589999999998,0.341147,-0.33599799999999996
3.7542389999999997,0.33094,-0.395498
3.764118,0.32073199999999996,-0.461997
3.7739979999999997,0.310525,-0.545997
3.783877,0.300317,-0.647497
3.793757,0.290109,-0.769996
3.8036369999999997,0.279902,-0.9239949999999999
3.813516,0.269694,-1.1164949999999998
3.823396,0.25948699999999997,-1.361493
3.833275,0.249279,-1.669492
3.843155,0.23907199999999998,-2.0614899999999996
3.8530349999999998,0.22886399999999998,-2.551488
3.862914,0.218656,-3.153485
3.872794,0.208449,-3.884982
3.882673,0.198241,-4.735478
3.892553,0.18803399999999998,-5.6594739999999994
3.902433,0.17782599999999998,-6.52397
3.912312,0.167619,-7.1609679999999996
3.922192,0.157411,-7.395466999999999
3.9320709999999996,0.147203,-7.164466999999999
3.941951,0.136996,-6.464471
3.9518299999999997,0.12678799999999998,-5.410975
3.9617099999999996,0.11658099999999999,-4.203481
3.97159,0.106373,-3.072986
3.9814689999999997,0.096166048,-2.20499
3.991349,0.08595848,-1.630992
4.001228,0.07575092,-1.277494
4.011108,0.065543348,-1.077995
4.020987,0.055335776,-0.965995
4.030867,0.045128204000000005,-0.913495
