Potential (V),Current (µA)
-0.400244,-1.679992
-0.398095,-1.399993
-0.39594599999999996,-1.399993
-0.393797,-0.559997
-0.391648,-0.503997
-0.389499,-0.503997
-0.38734999999999997,-0.447998
-0.38520099999999996,-0.419998
-0.383052,-0.391998
-0.380903,-0.321998
-0.378754,-0.307998
-0.37660499999999997,-0.29399800000000004
-0.37445599999999996,-0.272998
-0.372307,-0.279998
-0.370158,-0.279998
-0.368009,-0.26949799999999996
-0.36585999999999996,-0.26949799999999996
-0.363711,-0.26949799999999996
-0.361562,-0.264248
-0.359413,-0.25899799999999995
-0.35726399999999997,-0.257248
-0.35511499999999996,-0.252873
-0.352967,-0.247623
-0.35081799999999996,-0.237998
-0.348669,-0.236686
-0.34652,-0.223999
-0.344371,-0.20868599999999998
-0.34222199999999997,-0.215905
-0.34007299999999996,-0.21677999999999997
-0.337924,-0.225967
-0.335775,-0.22903
-0.333626,-0.237123
-0.33147699999999997,-0.23974800000000002
-0.329328,-0.24281100000000003
-0.327179,-0.24368599999999999
-0.32503,-0.241717
-0.322881,-0.235373
-0.32073199999999996,-0.235811
-0.318583,-0.22793599999999997
-0.316434,-0.222467
-0.314285,-0.209342
-0.31213599999999997,-0.200592
-0.309987,-0.187905
-0.307838,-0.17696699999999999
-0.305689,-0.179811
-0.30354,-0.189874
-0.30139099999999996,-0.19359200000000001
-0.299242,-0.204092
-0.29709399999999997,-0.207592
-0.294945,-0.208249
-0.292796,-0.208905
-0.290647,-0.209342
-0.288498,-0.205186
-0.28634899999999996,-0.205186
-0.2842,-0.199936
-0.282051,-0.19359200000000001
-0.279902,-0.18134199999999998
-0.27775299999999997,-0.173905
-0.27560399999999996,-0.163186
-0.273455,-0.150499
-0.271306,-0.15553
-0.269157,-0.16362400000000002
-0.26700799999999997,-0.171061
-0.264859,-0.178499
-0.26271,-0.18418600000000002
-0.260561,-0.184624
-0.258412,-0.18528
-0.25626299999999996,-0.18899899999999997
-0.254114,-0.184842
-0.251965,-0.182874
-0.24981599999999998,-0.179374
-0.247667,-0.170405
-0.245518,-0.16362400000000002
-0.243369,-0.152686
-0.24122,-0.146343
-0.23907199999999998,-0.13299899999999998
-0.236923,-0.135186
-0.23477399999999998,-0.14743599999999998
-0.232625,-0.152686
-0.230476,-0.159686
-0.228327,-0.16602999999999998
-0.226178,-0.16777999999999998
-0.22402899999999998,-0.170842
-0.22188,-0.171061
-0.21973099999999998,-0.17149899999999998
-0.217582,-0.166249
-0.21543299999999999,-0.161218
-0.213284,-0.155968
-0.211135,-0.147655
-0.20898599999999998,-0.14065499999999997
-0.206837,-0.12928
-0.20468799999999998,-0.12009299999999999
-0.202539,-0.125124
-0.20038999999999998,-0.13299899999999998
-0.198241,-0.14153
-0.196092,-0.147218
-0.193943,-0.150718
-0.191794,-0.15640500000000002
-0.18964499999999998,-0.157061
-0.187496,-0.15902999999999998
-0.18534699999999998,-0.156843
-0.183199,-0.155093
-0.18105,-0.150499
-0.178901,-0.144374
-0.176752,-0.13802999999999999
-0.17460299999999998,-0.127749
-0.172454,-0.118999
-0.17030499999999998,-0.11003
-0.168156,-0.11462399999999999
-0.166007,-0.12359299999999998
-0.163858,-0.128624
-0.161709,-0.136936
-0.15955999999999998,-0.14328
-0.157411,-0.143061
-0.15526199999999998,-0.14831099999999997
-0.153113,-0.14853
-0.150964,-0.147218
-0.148815,-0.143061
-0.146666,-0.13846799999999998
-0.144517,-0.135624
-0.142368,-0.126655
-0.14021899999999998,-0.120311
-0.13807,-0.112218
-0.135921,-0.10215500000000001
-0.133772,-0.109374
-0.131623,-0.11528
-0.129474,-0.118561
-0.127326,-0.128186
-0.12517699999999998,-0.13103
-0.123028,-0.136936
-0.120879,-0.13890499999999997
-0.11872999999999999,-0.141311
-0.11658099999999999,-0.139343
-0.11443199999999999,-0.133874
-0.112283,-0.13299899999999998
-0.110134,-0.12709299999999998
-0.107985,-0.11724899999999999
-0.105836,-0.113093
-0.103687,-0.102593
-0.10153799999999999,-0.097562064
-0.099389504,-0.102812
-0.097240536,-0.108499
-0.09509157600000001,-0.112655
-0.09294260800000001,-0.119655
-0.090793648,-0.12709299999999998
-0.088644688,-0.128405
-0.08649572800000001,-0.131686
-0.08434676,-0.131905
-0.0821978,-0.13059300000000001
-0.08004884000000001,-0.12753
-0.07789987200000001,-0.12578
-0.07575092,-0.120311
-0.073601952,-0.112655
-0.071452992,-0.10521799999999999
-0.069304024,-0.100187
-0.067155064,-0.092968336
-0.065006108,-0.09493708000000001
-0.062857144,-0.102593
-0.06070818,-0.10631199999999999
-0.058559216000000004,-0.11396799999999999
-0.056410256000000006,-0.11812399999999999
-0.054261292,-0.12578
-0.052112328000000006,-0.12403
-0.049963368,-0.122936
-0.047814408,-0.125561
-0.045665448000000004,-0.120968
-0.043516484,-0.117686
-0.041367520000000005,-0.11396799999999999
-0.03921856,-0.10478
-0.037069596,-0.100843
-0.034920632,-0.095155824
-0.032771674,-0.089905856
-0.03062271,-0.09099960000000001
-0.028473748,-0.09559332800000002
-0.026324786000000003,-0.101718
-0.024175824000000002,-0.108499
-0.022026862,-0.111343
-0.0198779,-0.117468
-0.017728938,-0.116155
-0.015579975000000001,-0.12009299999999999
-0.013431014000000002,-0.11484299999999999
-0.011282051000000001,-0.118561
-0.009133089,-0.111343
-0.0069841270000000006,-0.10631199999999999
-0.004835164,-0.100843
-0.0026862020000000004,-0.09559332800000002
-0.00053724,-0.09143709600000001
0.0016117210000000002,-0.083780872
0.0037606830000000003,-0.085749616
0.005909646,-0.091874592
0.008058607,-0.09624956800000001
0.010207570000000001,-0.104999
0.012356532,-0.106968
0.014505494,-0.10806199999999999
0.016654456,-0.11396799999999999
0.018803418000000002,-0.110468
0.020952382000000002,-0.113311
0.023101342,-0.109155
0.025250304,-0.105874
0.027399266000000002,-0.10346799999999999
0.02954823,-0.095155824
0.031697192,-0.09471832800000002
0.033846156,-0.08640587200000001
0.035995116,-0.07918714400000001
0.038144080000000004,-0.08618711200000001
0.040293036000000004,-0.089030856
0.042442,-0.095374576
0.044590964000000004,-0.100405
0.046739924,-0.106968
0.048888888000000005,-0.10718699999999999
0.051037852,-0.11068700000000001
0.053186812,-0.112655
0.055335776,-0.11003
0.057484736,-0.107405
0.059633700000000005,-0.10653
0.06178266,-0.100405
0.06393162000000001,-0.09624956800000001
0.066080584,-0.090780848
0.068229552,-0.086624616
0.070378512,-0.08290588800000001
0.07252747200000001,-0.08487462400000001
0.074676432,-0.092968336
0.076825392,-0.09799956800000001
0.07897436000000001,-0.099749552
0.08112332,-0.109374
0.08327228,-0.108499
0.08542124000000001,-0.11352999999999999
0.08757020800000001,-0.112655
0.089719168,-0.113311
0.091868136,-0.11178
0.09401709600000001,-0.105655
0.096166048,-0.10478
0.098315016,-0.097780816
0.100463,-0.09099960000000001
