Potential (V),Current (µA)
-0.50017,1.9599909999999998
-0.498021,0.0
-0.495872,-0.839996
-0.493724,-1.343994
-0.491575,-1.175994
-0.48942599999999997,-1.063995
-0.48727699999999996,-0.9239949999999999
-0.485128,-0.839996
-0.482979,-0.7559959999999999
-0.48083,-0.6859959999999999
-0.47868099999999997,-0.643997
-0.47653199999999996,-0.615997
-0.474383,-0.587997
-0.472234,-0.573997
-0.470085,-0.559997
-0.46793599999999996,-0.542497
-0.465787,-0.5319969999999999
-0.463638,-0.510997
-0.461489,-0.5057470000000001
-0.45933999999999997,-0.488247
-0.45719099999999996,-0.475997
-0.455042,-0.468122
-0.452893,-0.45149700000000004
-0.450744,-0.43574799999999997
-0.44859499999999997,-0.423935
-0.44644599999999995,-0.402935
-0.444297,-0.391998
-0.442148,-0.418466
-0.439999,-0.423935
-0.437851,-0.427216
-0.435702,-0.419998
-0.43355299999999997,-0.42590399999999995
-0.43140399999999995,-0.419998
-0.429255,-0.41606
-0.427106,-0.410591
-0.424957,-0.406435
-0.42280799999999996,-0.395935
-0.420659,-0.390467
-0.41851,-0.37777900000000003
-0.416361,-0.367498
-0.41421199999999997,-0.345404
-0.41206299999999996,-0.33096699999999996
-0.409914,-0.323529
-0.407765,-0.327904
-0.405616,-0.339717
-0.40346699999999996,-0.340154
-0.401318,-0.348029
-0.399169,-0.346498
-0.39702,-0.34781
-0.39487099999999997,-0.34431
-0.39272199999999996,-0.34190400000000004
-0.390573,-0.334686
-0.388424,-0.332936
-0.386275,-0.32440399999999997
-0.38412599999999997,-0.31390399999999996
-0.38197699999999996,-0.304936
-0.37982899999999997,-0.285904
-0.37767999999999996,-0.273217
-0.375531,-0.264467
-0.373382,-0.27540499999999996
-0.371233,-0.27978
-0.36908399999999997,-0.288967
-0.36693499999999996,-0.294873
-0.364786,-0.29574799999999996
-0.362637,-0.29662299999999997
-0.360488,-0.296842
-0.35833899999999996,-0.29399800000000004
-0.35619,-0.291811
-0.354041,-0.287654
-0.351892,-0.27978
-0.34974299999999997,-0.270373
-0.34759399999999996,-0.25834199999999996
-0.345445,-0.244561
-0.343296,-0.233623
-0.341147,-0.223561
-0.33899799999999997,-0.237561
-0.336849,-0.24368599999999999
-0.3347,-0.25134199999999995
-0.332551,-0.257905
-0.330402,-0.259217
-0.32825299999999996,-0.261405
-0.326104,-0.260967
-0.32395599999999997,-0.25834199999999996
-0.321807,-0.25899799999999995
-0.319658,-0.253311
-0.317509,-0.247623
-0.31536,-0.23974800000000002
-0.31321099999999996,-0.22553
-0.311062,-0.217655
-0.308913,-0.203874
-0.306764,-0.19534200000000002
-0.30461499999999997,-0.207155
-0.302466,-0.21196700000000002
-0.300317,-0.22487300000000002
-0.298168,-0.22924799999999998
-0.296019,-0.234061
-0.29386999999999996,-0.237123
-0.291721,-0.232092
-0.289572,-0.23931100000000002
-0.287423,-0.231873
-0.28527399999999997,-0.228373
-0.28312499999999996,-0.22202999999999998
-0.280976,-0.21503
-0.278827,-0.20431100000000002
-0.276678,-0.193155
-0.27452899999999997,-0.18353
-0.27238,-0.174999
-0.270231,-0.18418600000000002
-0.26808299999999996,-0.198186
-0.265934,-0.20146699999999998
-0.263785,-0.20846699999999999
-0.261636,-0.214811
-0.25948699999999997,-0.21196700000000002
-0.257338,-0.21852999999999997
-0.255189,-0.214155
-0.25304,-0.219405
-0.250891,-0.209999
-0.248742,-0.202561
-0.24659299999999998,-0.200592
-0.244444,-0.185061
-0.24229499999999998,-0.17828
-0.240146,-0.165593
-0.237997,-0.15902999999999998
-0.235848,-0.170842
-0.233699,-0.17784199999999997
-0.23154999999999998,-0.189436
-0.229401,-0.193374
-0.22725199999999998,-0.19578
-0.225103,-0.201905
-0.22295399999999999,-0.204092
-0.220805,-0.200155
-0.218656,-0.202561
-0.21650699999999998,-0.192717
-0.214358,-0.192936
-0.21220999999999998,-0.18090499999999998
-0.210061,-0.177624
-0.20791199999999999,-0.162749
-0.205763,-0.152468
-0.203614,-0.15028
-0.20146499999999998,-0.157936
-0.199316,-0.167561
-0.19716699999999998,-0.175655
-0.195018,-0.181999
-0.19286899999999998,-0.184624
-0.19072,-0.19074899999999997
-0.188571,-0.19074899999999997
-0.186422,-0.190967
-0.184273,-0.18856099999999998
-0.18212399999999998,-0.184842
-0.179975,-0.178936
-0.17782599999999998,-0.173249
-0.175677,-0.163405
-0.173528,-0.15378
-0.171379,-0.14524900000000002
-0.16923,-0.141749
-0.16708099999999998,-0.149843
-0.164932,-0.157499
-0.16278299999999998,-0.163186
-0.160634,-0.17193599999999998
-0.158485,-0.17740499999999998
-0.156336,-0.178717
-0.154188,-0.183311
-0.15203899999999998,-0.180686
-0.14989,-0.17915499999999998
-0.14774099999999998,-0.17653000000000002
-0.145592,-0.172374
-0.143443,-0.163843
-0.141294,-0.154218
-0.139145,-0.14678
-0.136996,-0.137374
-0.134847,-0.135405
-0.13269799999999998,-0.140436
-0.130549,-0.150061
-0.1284,-0.158155
-0.126251,-0.162968
-0.12410199999999999,-0.170405
-0.12195299999999999,-0.174124
-0.119804,-0.169967
-0.117655,-0.174999
-0.115506,-0.170405
-0.113357,-0.16777999999999998
-0.111208,-0.163405
-0.10905899999999999,-0.157936
-0.10690999999999999,-0.149405
-0.10476099999999999,-0.139561
-0.102612,-0.133874
-0.100463,-0.128624
-0.098315016,-0.133874
-0.096166048,-0.143061
-0.09401709600000001,-0.150061
-0.091868136,-0.15728
-0.089719168,-0.161874
-0.08757020800000001,-0.166905
-0.08542124000000001,-0.167343
-0.08327228,-0.16362400000000002
-0.08112332,-0.166686
-0.07897436000000001,-0.159686
-0.076825392,-0.15553
-0.074676432,-0.14853
-0.07252747200000001,-0.141093
-0.070378512,-0.13431099999999999
-0.068229552,-0.12753
-0.066080584,-0.125124
-0.06393162000000001,-0.129718
-0.06178266,-0.136061
-0.059633700000000005,-0.145468
-0.057484736,-0.150061
-0.055335776,-0.15378
-0.053186812,-0.15859299999999998
-0.051037852,-0.15859299999999998
-0.048888888000000005,-0.15902999999999998
-0.046739924,-0.157936
-0.044590964000000004,-0.156843
-0.042442,-0.14853
-0.040293036000000004,-0.141749
-0.038144080000000004,-0.13890499999999997
-0.035995116,-0.12928
-0.033846156,-0.12184299999999999
-0.031697192,-0.119655
-0.02954823,-0.122499
-0.027399266000000002,-0.13059300000000001
-0.025250304,-0.138249
-0.023101342,-0.146124
-0.020952382000000002,-0.147218
-0.018803418000000002,-0.150718
-0.016654456,-0.153343
-0.014505494,-0.151811
-0.012356532,-0.150936
-0.010207570000000001,-0.147655
-0.008058607,-0.14196799999999998
-0.005909646,-0.137593
-0.0037606830000000003,-0.13103
-0.0016117210000000002,-0.12578
0.00053724,-0.11724899999999999
0.0026862020000000004,-0.113093
0.004835164,-0.12009299999999999
0.0069841270000000006,-0.12534299999999998
0.009133089,-0.130374
0.011282051000000001,-0.136061
0.013431014000000002,-0.140874
0.015579975000000001,-0.14328
0.017728938,-0.14349900000000002
0.0198779,-0.147655
0.022026862,-0.141093
0.024175824000000002,-0.14021799999999998
0.026324786000000003,-0.136499
0.028473748,-0.130155
0.03062271,-0.12403
0.032771674,-0.118561
0.034920632,-0.111124
0.037069596,-0.110468
0.03921856,-0.115718
0.041367520000000005,-0.12315499999999999
0.043516484,-0.128405
0.045665448000000004,-0.130155
0.047814408,-0.139124
0.049963368,-0.137374
0.052112328000000006,-0.142405
0.054261292,-0.14065499999999997
0.056410256000000006,-0.139561
0.058559216000000004,-0.134968
0.06070818,-0.13278
0.062857144,-0.128186
0.065006108,-0.121405
0.067155064,-0.113093
0.069304024,-0.11003
0.071452992,-0.108718
0.073601952,-0.11462399999999999
0.07575092,-0.120968
0.07789987200000001,-0.127311
0.08004884000000001,-0.132124
0.0821978,-0.13474899999999998
0.08434676,-0.141749
0.08649572800000001,-0.139999
0.088644688,-0.139124
0.090793648,-0.137155
0.09294260800000001,-0.136718
0.09509157600000001,-0.130155
0.097240536,-0.12709299999999998
0.099389504,-0.12009299999999999
