Time (s),Potential (V),Current (uA)
6.174738,-0.9278139999999999,0.164499
6.184616999999999,-0.926739,0.164499
6.194497,-0.925665,0.160999
6.204377,-0.9245899999999999,0.160999
6.214256,-0.923516,0.160999
6.224136,-0.922441,0.157499
6.234014999999999,-0.9213669999999999,0.153999
6.243894999999999,-0.9202929999999999,0.153999
6.253774,-0.919218,0.150499
6.263654,-0.918144,0.150499
6.273534,-0.9170689999999999,0.150499
6.2834129999999995,-0.915995,0.14699900000000002
6.293292999999999,-0.91492,0.14349900000000002
6.303172,-0.9138459999999999,0.14349900000000002
6.313052,-0.912771,0.139999
6.322932,-0.911697,0.139999
6.3328109999999995,-0.9106219999999999,0.136499
6.342690999999999,-0.9095479999999999,0.136499
