candidate_index,already_tested,predicted_mean_Q,predicted_std_Q,acquisition_value,best_observed_Q,encoded_begin_potential,encoded_end_potential,encoded_step_potential,encoded_amplitude,encoded_frequency,encoded_conditioning_potential,encoded_conditioning_time,begin_potential,end_potential,step_potential,amplitude,frequency,conditioning_potential,conditioning_time
9,False,0.6558314525295132,0.050041631980509954,0.6561076065956584,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.9285714285581631,0.8785714285714277,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.075,881.0,-0.5,0.1
799,False,0.6544047978849243,0.056446190554389576,0.6548544668462218,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.8999999999871428,0.963265306122448,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.073,964.0,-0.5,0.1
87,False,0.6428654614246073,0.07034898429837774,0.6436037094985149,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.9142857142726529,0.8622448979591828,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.074,865.0,-0.5,0.1
152,False,0.6277148077053799,0.10167280577068598,0.6295478176827967,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.8428571428451019,0.9448979591836725,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.069,946.0,-0.5,0.1
80,False,0.6261225377093455,0.09798575319945722,0.6277015635634294,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.9285714285581631,0.8295918367346931,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.075,833.0,-0.5,0.1
430,False,0.6121298522169121,0.12492813427650466,0.6147347231947599,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.985714285700204,0.8091836734693869,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.079,813.0,-0.5,0.1
514,False,0.6101254042250618,0.1253940062742908,0.6126794703420201,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.8714285714161222,0.8234693877551011,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.071,827.0,-0.5,0.1
864,False,0.6098722073777534,0.12717495581862565,0.6125234474599662,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.8428571428451019,0.8479591836734685,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.069,851.0,-0.5,0.1
792,False,0.6049172665235045,0.13870421337636923,0.6080791567112978,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.8142857142740815,0.8744897959183664,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.067,877.0,-0.5,0.1
56,False,0.6029386796774571,0.1451169658482756,0.6064264464581433,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.7999999999885713,0.9010204081632643,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.066,903.0,-0.5,0.1
352,False,0.59765450463742,0.150678736496497,0.6012694332857897,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.8142857142740815,0.8479591836734685,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.067,851.0,-0.5,0.1
614,False,0.5934157154766736,0.158001892658472,0.597320099710393,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.8142857142740815,0.8346938775510195,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.067,838.0,-0.5,0.1
251,False,0.5596537340602481,0.22368128989596667,0.5664614706803905,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.7857142857030611,0.7673469387755094,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.065,772.0,-0.5,0.1
634,False,0.5551454793375553,0.2339384470334233,0.5624612609462025,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.7714285714175508,0.7673469387755094,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.064,772.0,-0.5,0.1
460,False,0.5469802669531432,0.2520408163265303,0.5551898779462882,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.9428571428436734,0.6744897959183667,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.076,681.0,-0.5,0.1
192,False,0.5445471831575579,0.26627179044600174,0.553697677556533,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.6999999999899998,0.8173469387755093,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.059,821.0,-0.5,0.1
264,False,0.541186719479202,0.27039276043908006,0.5504564094757327,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.9999999999857142,0.662244897959183,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.08,669.0,-0.5,0.1
664,False,0.5365218318362424,0.2798319392105965,0.5462429992707328,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.985714285700204,0.6499999999999994,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.079,657.0,-0.5,0.1
406,False,0.5359039819629742,0.2729892220736679,0.5450648410635145,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.8571428571306121,0.6673469387755095,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.07,674.0,-0.5,0.1
252,False,0.5334944046141693,0.281047899297021,0.5431307538745604,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.9142857142726529,0.6469387755102034,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.074,654.0,-0.5,0.1
