candidate_index,already_tested,predicted_mean_Q,predicted_std_Q,acquisition_value,best_observed_Q,encoded_begin_potential,encoded_end_potential,encoded_step_potential,encoded_amplitude,encoded_frequency,encoded_conditioning_potential,encoded_conditioning_time,begin_potential,end_potential,step_potential,amplitude,frequency,conditioning_potential,conditioning_time
9,False,0.6419028266278907,0.050041631980509954,0.6420410742779846,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.9285714285581631,0.8785714285714277,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.075,881.0,-0.5,0.1
799,False,0.6400013005602482,0.056446190554389576,0.6402481274393624,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.8999999999871428,0.963265306122448,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.073,964.0,-0.5,0.1
87,False,0.627325812986446,0.07034898429837774,0.6277759356535665,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.9142857142726529,0.8622448979591828,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.074,865.0,-0.5,0.1
152,False,0.6101684530933167,0.10167280577068598,0.6114614549581806,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.8428571428451019,0.9448979591836725,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.069,946.0,-0.5,0.1
80,False,0.6089916850086597,0.09798575319945722,0.6100921505589288,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.9285714285581631,0.8295918367346931,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.075,833.0,-0.5,0.1
430,False,0.59405634248115,0.12492813427650466,0.5960190638624918,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.985714285700204,0.8091836734693869,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.079,813.0,-0.5,0.1
514,False,0.5916521610096959,0.1253940062742908,0.5935638445231028,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.8714285714161222,0.8234693877551011,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.071,827.0,-0.5,0.1
864,False,0.5912301309645774,0.12717495581862565,0.5932200955241512,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.8428571428451019,0.8479591836734685,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.069,851.0,-0.5,0.1
792,False,0.5857940479647031,0.13870421337636923,0.588220689945139,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.8142857142740815,0.8744897959183664,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.067,877.0,-0.5,0.1
56,False,0.5835624822018788,0.1451169658482756,0.5862696528819652,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.7999999999885713,0.9010204081632643,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.066,903.0,-0.5,0.1
352,False,0.5782351662698095,0.150678736496497,0.5810662203375617,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.8142857142740815,0.8479591836734685,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.067,851.0,-0.5,0.1
614,False,0.5738512800372644,0.158001892658472,0.5769435895442835,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.8142857142740815,0.8346938775510195,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.067,838.0,-0.5,0.1
251,False,0.5396126553158596,0.22368128989596667,0.5454122924806182,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.7857142857030611,0.7673469387755094,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.065,772.0,-0.5,0.1
634,False,0.5350955928980666,0.2339384470334233,0.5413781396261383,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.7714285714175508,0.7673469387755094,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.064,772.0,-0.5,0.1
460,False,0.527718076742233,0.2520408163265303,0.5348961493868712,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.9428571428436734,0.6744897959183667,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.076,681.0,-0.5,0.1
192,False,0.5242716697869111,0.26627179044600174,0.5322895548274699,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.6999999999899998,0.8173469387755093,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.059,821.0,-0.5,0.1
264,False,0.5221688213145488,0.27039276043908006,0.5303740712491936,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.9999999999857142,0.662244897959183,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.08,669.0,-0.5,0.1
664,False,0.5176519186240565,0.2798319392105965,0.5263039147826045,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.985714285700204,0.6499999999999994,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.079,657.0,-0.5,0.1
406,False,0.516801654853034,0.2729892220736679,0.5249108094900835,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.8571428571306121,0.6673469387755095,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.07,674.0,-0.5,0.1
252,False,0.5146319348800401,0.281047899297021,0.5232101741001466,0.7269884462157972,0.7999999999984001,0.8749999999978125,0.0,0.9142857142726529,0.6469387755102034,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.074,654.0,-0.5,0.1
