candidate_index,already_tested,predicted_mean_Q,predicted_std_Q,acquisition_value,best_observed_Q,encoded_begin_potential,encoded_end_potential,encoded_step_potential,encoded_amplitude,encoded_frequency,encoded_conditioning_potential,encoded_conditioning_time,begin_potential,end_potential,step_potential,amplitude,frequency,conditioning_potential,conditioning_time
0,True,0.30106827780553397,0.0,0.30106827780553397,0.30106827780553397,0.7999999999984001,0.8749999999978125,0.11111111109876541,0.142857142855102,0.0408163265306122,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.002,0.02,60.0,-0.5,0.1
1,False,0.30106827780553397,0.4827100002233002,0.3479719652974227,0.30106827780553397,0.7999999999984001,0.8749999999978125,0.0,0.21428571428265303,0.505102040816326,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.025,515.0,-0.5,0.1
2,False,0.30106827780553397,0.6218647225511468,0.3618483293345124,0.30106827780553397,0.7999999999984001,0.8749999999978125,0.0,0.19999999999714282,0.6499999999999994,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.024,657.0,-0.5,0.1
3,False,0.30106827780553397,0.7127166745843426,0.37090847841004904,0.30106827780553397,0.7999999999984001,0.8749999999978125,0.5555555554938271,0.6999999999899998,0.04591836734693873,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.006,0.059,65.0,-0.5,0.1
4,False,0.30106827780553397,0.18508749948581626,0.3183050213494347,0.30106827780553397,0.7999999999984001,0.8749999999978125,0.22222222219753082,0.28571428571020396,0.07959183673469379,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.003,0.03,98.0,-0.5,0.1
5,False,0.30106827780553397,0.26500137544685487,0.32626715676481605,0.30106827780553397,0.7999999999984001,0.8749999999978125,0.22222222219753082,0.09999999999857143,0.277551020408163,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.003,0.017,292.0,-0.5,0.1
6,False,0.30106827780553397,0.31741384903991154,0.33149143834989836,0.30106827780553397,0.7999999999984001,0.8749999999978125,0.22222222219753082,0.028571428571020404,0.31530612244897926,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.003,0.012,329.0,-0.5,0.1
7,False,0.30106827780553397,0.4481446804967102,0.34452537014899987,0.30106827780553397,0.7999999999984001,0.8749999999978125,0.5555555554938271,0.08571428571306121,0.046938775510204034,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.006,0.016,66.0,-0.5,0.1
8,False,0.30106827780553397,0.3985889706858391,0.3395842864564161,0.30106827780553397,0.7999999999984001,0.8749999999978125,0.22222222219753082,0.499999999992857,0.17857142857142838,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.003,0.045,195.0,-0.5,0.1
9,False,0.30106827780553397,1.1539177738309134,0.4149092464069092,0.30106827780553397,0.7999999999984001,0.8749999999978125,0.0,0.9285714285581631,0.8785714285714277,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.001,0.075,881.0,-0.5,0.1
10,False,0.30106827780553397,0.6885732464536808,0.3685007651594878,0.30106827780553397,0.7999999999984001,0.8749999999978125,0.7777777776913579,0.3142857142812244,0.05816326530612239,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.008,0.032,77.0,-0.5,0.1
11,False,0.30106827780553397,1.116670989231421,0.4111945612557253,0.30106827780553397,0.7999999999984001,0.8749999999978125,0.8888888887901233,0.9428571428436734,0.08571428571428562,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.009,0.076,104.0,-0.5,0.1
12,False,0.30106827780553397,0.5305917975631564,0.3527465514695447,0.30106827780553397,0.7999999999984001,0.8749999999978125,0.3333333332962963,0.5857142857059182,0.23061224489795895,0.42105263157850414,0.009999999999999001,-0.5,0.0,0.004,0.051,246.0,-0.5,0.1
