time_s,command_V,WE1_main_A,WE0_secondary_A
0.0,-0.1,-5e-06,-9.9e-06
0.002,-0.0998,-4.99e-06,-9.879999999999999e-06
0.004,-0.09960000000000001,-4.980000000000001e-06,-9.86e-06
0.006,-0.0994,-4.97e-06,-9.839999999999999e-06
0.008,-0.09920000000000001,-4.960000000000001e-06,-9.820000000000001e-06
0.01,-0.099,-4.95e-06,-9.8e-06
0.012,-0.0988,-4.94e-06,-9.78e-06
0.014,-0.09860000000000001,-4.93e-06,-9.76e-06
0.016,-0.0984,-4.92e-06,-9.74e-06
0.018000000000000002,-0.09820000000000001,-4.9100000000000004e-06,-9.72e-06
0.02,-0.098,-4.9000000000000005e-06,-9.7e-06
0.022,-0.09780000000000001,-4.890000000000001e-06,-9.68e-06
0.024,-0.0976,-4.880000000000001e-06,-9.66e-06
0.026000000000000002,-0.0974,-4.87e-06,-9.64e-06
0.028,-0.09720000000000001,-4.86e-06,-9.62e-06
0.03,-0.097,-4.85e-06,-9.6e-06
0.032,-0.09680000000000001,-4.84e-06,-9.58e-06
0.034,-0.0966,-4.83e-06,-9.56e-06
0.036000000000000004,-0.0964,-4.82e-06,-9.539999999999998e-06
0.038,-0.09620000000000001,-4.8100000000000005e-06,-9.52e-06
0.04,-0.096,-4.8e-06,-9.499999999999999e-06
0.042,-0.09580000000000001,-4.790000000000001e-06,-9.48e-06
0.044,-0.0956,-4.78e-06,-9.46e-06
0.046,-0.09540000000000001,-4.770000000000001e-06,-9.440000000000001e-06
0.048,-0.0952,-4.76e-06,-9.42e-06
0.05,-0.095,-4.75e-06,-9.4e-06
0.052000000000000005,-0.09480000000000001,-4.74e-06,-9.38e-06
0.054,-0.0946,-4.7300000000000005e-06,-9.36e-06
0.056,-0.09440000000000001,-4.7200000000000005e-06,-9.34e-06
0.058,-0.0942,-4.710000000000001e-06,-9.32e-06
0.06,-0.094,-4.7e-06,-9.299999999999999e-06
0.062,-0.09380000000000001,-4.690000000000001e-06,-9.280000000000001e-06
0.064,-0.0936,-4.68e-06,-9.26e-06
0.066,-0.09340000000000001,-4.67e-06,-9.24e-06
0.068,-0.0932,-4.66e-06,-9.22e-06
0.07,-0.093,-4.65e-06,-9.2e-06
0.07200000000000001,-0.09280000000000001,-4.6400000000000005e-06,-9.18e-06
0.074,-0.0926,-4.63e-06,-9.159999999999999e-06
0.076,-0.09240000000000001,-4.620000000000001e-06,-9.14e-06
0.078,-0.0922,-4.61e-06,-9.119999999999999e-06
0.08,-0.092,-4.6e-06,-9.1e-06
0.082,-0.0918,-4.59e-06,-9.08e-06
0.084,-0.0916,-4.58e-06,-9.06e-06
0.08600000000000001,-0.09140000000000001,-4.57e-06,-9.04e-06
0.088,-0.0912,-4.56e-06,-9.02e-06
0.09,-0.09100000000000001,-4.5500000000000005e-06,-9e-06
0.092,-0.0908,-4.540000000000001e-06,-8.98e-06
0.094,-0.0906,-4.53e-06,-8.959999999999999e-06
0.096,-0.09040000000000001,-4.520000000000001e-06,-8.94e-06
0.098,-0.0902,-4.51e-06,-8.92e-06
0.1,-0.09,-4.5e-06,-8.9e-06
0.10200000000000001,-0.0898,-4.49e-06,-8.88e-06
0.10400000000000001,-0.0896,-4.48e-06,-8.86e-06
0.106,-0.08940000000000001,-4.47e-06,-8.84e-06
0.108,-0.0892,-4.4600000000000005e-06,-8.82e-06
0.11,-0.08900000000000001,-4.450000000000001e-06,-8.8e-06
0.112,-0.0888,-4.44e-06,-8.779999999999999e-06
0.114,-0.08860000000000001,-4.430000000000001e-06,-8.76e-06
0.116,-0.0884,-4.42e-06,-8.74e-06
0.11800000000000001,-0.0882,-4.41e-06,-8.72e-06
0.12,-0.08800000000000001,-4.4e-06,-8.7e-06
0.122,-0.0878,-4.39e-06,-8.68e-06
0.124,-0.08760000000000001,-4.38e-06,-8.66e-06
0.126,-0.0874,-4.3700000000000005e-06,-8.64e-06
0.128,-0.0872,-4.36e-06,-8.619999999999999e-06
0.13,-0.08700000000000001,-4.350000000000001e-06,-8.6e-06
0.132,-0.0868,-4.34e-06,-8.58e-06
0.134,-0.08660000000000001,-4.330000000000001e-06,-8.560000000000001e-06
0.136,-0.0864,-4.32e-06,-8.54e-06
0.138,-0.0862,-4.31e-06,-8.52e-06
0.14,-0.08600000000000001,-4.3e-06,-8.5e-06
0.14200000000000002,-0.0858,-4.2900000000000004e-06,-8.48e-06
0.14400000000000002,-0.08560000000000001,-4.2800000000000005e-06,-8.46e-06
0.146,-0.0854,-4.27e-06,-8.439999999999999e-06
0.148,-0.0852,-4.26e-06,-8.419999999999999e-06
0.15,-0.085,-4.25e-06,-8.4e-06
0.152,-0.0848,-4.24e-06,-8.38e-06
0.154,-0.08460000000000001,-4.23e-06,-8.36e-06
0.156,-0.0844,-4.22e-06,-8.34e-06
0.158,-0.0842,-4.2099999999999995e-06,-8.319999999999998e-06
0.16,-0.084,-4.2000000000000004e-06,-8.3e-06
0.162,-0.0838,-4.19e-06,-8.279999999999999e-06
0.164,-0.08360000000000001,-4.180000000000001e-06,-8.26e-06
0.166,-0.0834,-4.17e-06,-8.239999999999999e-06
0.168,-0.0832,-4.16e-06,-8.22e-06
0.17,-0.083,-4.15e-06,-8.2e-06
0.17200000000000001,-0.0828,-4.14e-06,-8.18e-06
0.17400000000000002,-0.0826,-4.13e-06,-8.16e-06
0.176,-0.0824,-4.12e-06,-8.14e-06
0.178,-0.08220000000000001,-4.1100000000000005e-06,-8.12e-06
0.18,-0.082,-4.1000000000000006e-06,-8.1e-06
0.182,-0.08180000000000001,-4.090000000000001e-06,-8.08e-06
0.184,-0.0816,-4.08e-06,-8.059999999999999e-06
0.186,-0.0814,-4.07e-06,-8.04e-06
0.188,-0.08120000000000001,-4.06e-06,-8.02e-06
0.19,-0.081,-4.05e-06,-8e-06
0.192,-0.08080000000000001,-4.04e-06,-7.98e-06
0.194,-0.0806,-4.03e-06,-7.96e-06
0.196,-0.0804,-4.02e-06,-7.939999999999999e-06
0.198,-0.08020000000000001,-4.0100000000000006e-06,-7.92e-06
0.2,-0.08,-4e-06,-7.899999999999999e-06
0.202,-0.07980000000000001,-3.990000000000001e-06,-7.88e-06
0.20400000000000001,-0.0796,-3.98e-06,-7.86e-06
0.20600000000000002,-0.0794,-3.97e-06,-7.84e-06
0.20800000000000002,-0.0792,-3.96e-06,-7.82e-06
0.21,-0.079,-3.95e-06,-7.8e-06
0.212,-0.07880000000000001,-3.94e-06,-7.78e-06
0.214,-0.0786,-3.9300000000000005e-06,-7.76e-06
0.216,-0.0784,-3.92e-06,-7.739999999999999e-06
0.218,-0.0782,-3.910000000000001e-06,-7.72e-06
0.22,-0.078,-3.9e-06,-7.699999999999999e-06
0.222,-0.07780000000000001,-3.89e-06,-7.68e-06
0.224,-0.0776,-3.88e-06,-7.66e-06
0.226,-0.0774,-3.87e-06,-7.64e-06
0.228,-0.0772,-3.86e-06,-7.620000000000001e-06
0.23,-0.077,-3.8499999999999996e-06,-7.599999999999999e-06
0.232,-0.07680000000000001,-3.8400000000000005e-06,-7.580000000000001e-06
0.234,-0.0766,-3.83e-06,-7.56e-06
0.23600000000000002,-0.0764,-3.82e-06,-7.54e-06
0.23800000000000002,-0.0762,-3.8100000000000004e-06,-7.520000000000001e-06
0.24,-0.07600000000000001,-3.8000000000000005e-06,-7.500000000000001e-06
0.242,-0.0758,-3.79e-06,-7.48e-06
0.244,-0.0756,-3.7800000000000002e-06,-7.4600000000000006e-06
0.246,-0.07540000000000001,-3.7700000000000003e-06,-7.440000000000001e-06
0.248,-0.0752,-3.76e-06,-7.42e-06
0.25,-0.07500000000000001,-3.7500000000000005e-06,-7.400000000000001e-06
0.252,-0.0748,-3.74e-06,-7.3800000000000005e-06
0.254,-0.0746,-3.73e-06,-7.36e-06
0.256,-0.07440000000000001,-3.7200000000000004e-06,-7.340000000000001e-06
0.258,-0.0742,-3.71e-06,-7.32e-06
0.26,-0.07400000000000001,-3.7000000000000006e-06,-7.300000000000001e-06
0.262,-0.0738,-3.6900000000000002e-06,-7.280000000000001e-06
0.264,-0.0736,-3.68e-06,-7.26e-06
0.266,-0.0734,-3.6700000000000004e-06,-7.240000000000001e-06
0.268,-0.0732,-3.66e-06,-7.22e-06
0.27,-0.07300000000000001,-3.6500000000000006e-06,-7.200000000000001e-06
0.272,-0.0728,-3.6400000000000003e-06,-7.180000000000001e-06
0.274,-0.0726,-3.63e-06,-7.16e-06
0.276,-0.0724,-3.6200000000000005e-06,-7.140000000000001e-06
0.278,-0.0722,-3.61e-06,-7.1200000000000004e-06
0.28,-0.07200000000000001,-3.6000000000000003e-06,-7.100000000000001e-06
0.28200000000000003,-0.0718,-3.59e-06,-7.08e-06
0.28400000000000003,-0.0716,-3.58e-06,-7.06e-06
0.28600000000000003,-0.0714,-3.57e-06,-7.04e-06
0.28800000000000003,-0.0712,-3.56e-06,-7.02e-06
0.29,-0.07100000000000001,-3.5500000000000003e-06,-7.000000000000001e-06
0.292,-0.0708,-3.54e-06,-6.98e-06
0.294,-0.07060000000000001,-3.5300000000000005e-06,-6.960000000000001e-06
0.296,-0.0704,-3.52e-06,-6.9400000000000005e-06
0.298,-0.07020000000000001,-3.5100000000000007e-06,-6.9200000000000015e-06
0.3,-0.07,-3.5000000000000004e-06,-6.900000000000001e-06
0.302,-0.0698,-3.49e-06,-6.88e-06
0.304,-0.06960000000000001,-3.4800000000000006e-06,-6.860000000000001e-06
0.306,-0.0694,-3.4700000000000002e-06,-6.840000000000001e-06
0.308,-0.06920000000000001,-3.4600000000000008e-06,-6.820000000000002e-06
0.31,-0.069,-3.4500000000000004e-06,-6.800000000000001e-06
0.312,-0.0688,-3.44e-06,-6.78e-06
0.314,-0.0686,-3.4299999999999998e-06,-6.76e-06
0.316,-0.0684,-3.4200000000000003e-06,-6.740000000000001e-06
0.318,-0.06820000000000001,-3.4100000000000004e-06,-6.720000000000001e-06
0.32,-0.068,-3.4e-06,-6.7e-06
0.322,-0.0678,-3.39e-06,-6.68e-06
0.324,-0.0676,-3.38e-06,-6.66e-06
0.326,-0.0674,-3.37e-06,-6.64e-06
0.328,-0.06720000000000001,-3.3600000000000004e-06,-6.620000000000001e-06
0.33,-0.067,-3.35e-06,-6.6e-06
0.332,-0.0668,-3.3399999999999998e-06,-6.58e-06
0.334,-0.06659999999999999,-3.3299999999999995e-06,-6.559999999999999e-06
0.336,-0.0664,-3.32e-06,-6.54e-06
0.338,-0.06620000000000001,-3.3100000000000005e-06,-6.520000000000001e-06
0.34,-0.066,-3.3e-06,-6.5000000000000004e-06
0.342,-0.0658,-3.29e-06,-6.48e-06
0.34400000000000003,-0.06559999999999999,-3.2799999999999995e-06,-6.459999999999999e-06
0.34600000000000003,-0.0654,-3.27e-06,-6.44e-06
0.34800000000000003,-0.06520000000000001,-3.2600000000000006e-06,-6.420000000000001e-06
0.35000000000000003,-0.065,-3.2500000000000002e-06,-6.4000000000000006e-06
0.352,-0.0648,-3.24e-06,-6.38e-06
0.354,-0.0646,-3.2300000000000004e-06,-6.360000000000001e-06
0.356,-0.06440000000000001,-3.2200000000000005e-06,-6.340000000000001e-06
0.358,-0.06420000000000001,-3.21e-06,-6.3200000000000005e-06
0.36,-0.064,-3.2e-06,-6.3e-06
0.362,-0.0638,-3.19e-06,-6.28e-06
0.364,-0.0636,-3.18e-06,-6.26e-06
0.366,-0.06340000000000001,-3.1700000000000006e-06,-6.240000000000001e-06
0.368,-0.0632,-3.1600000000000002e-06,-6.220000000000001e-06
0.37,-0.063,-3.15e-06,-6.2e-06
0.372,-0.0628,-3.1399999999999996e-06,-6.179999999999999e-06
0.374,-0.0626,-3.13e-06,-6.16e-06
0.376,-0.062400000000000004,-3.12e-06,-6.1400000000000005e-06
0.378,-0.062200000000000005,-3.1100000000000003e-06,-6.120000000000001e-06
0.38,-0.062,-3.1e-06,-6.1e-06
0.382,-0.0618,-3.09e-06,-6.08e-06
0.384,-0.0616,-3.08e-06,-6.0600000000000004e-06
0.386,-0.0614,-3.0700000000000003e-06,-6.040000000000001e-06
0.388,-0.061200000000000004,-3.0600000000000003e-06,-6.020000000000001e-06
0.39,-0.061,-3.05e-06,-6e-06
0.392,-0.0608,-3.04e-06,-5.98e-06
0.394,-0.0606,-3.0300000000000002e-06,-5.9600000000000005e-06
0.396,-0.0604,-3.0200000000000003e-06,-5.940000000000001e-06
0.398,-0.060200000000000004,-3.01e-06,-5.92e-06
0.4,-0.06,-3e-06,-5.9e-06
0.402,-0.0598,-2.9899999999999997e-06,-5.88e-06
0.404,-0.0596,-2.98e-06,-5.86e-06
0.406,-0.0594,-2.97e-06,-5.84e-06
0.40800000000000003,-0.0592,-2.96e-06,-5.82e-06
0.41000000000000003,-0.059,-2.9499999999999997e-06,-5.7999999999999995e-06
0.41200000000000003,-0.0588,-2.94e-06,-5.78e-06
0.41400000000000003,-0.0586,-2.93e-06,-5.76e-06
0.41600000000000004,-0.0584,-2.92e-06,-5.74e-06
0.418,-0.0582,-2.91e-06,-5.72e-06
